PC4 Code,Gemeente Code,Gemeente Name,Total Employment 2022-23,Total Across Categories,"Advisering, onderzoek en overige specialistische zakelijke dienstverlening",Bouwnijverheid,"Cultuur, sport en recreatie",Detailhandel,Extraterritoriale organisaties en lichamen,Financiële instellingen,Gezondheids- en welzijnszorg,Groothandel,Industrie,Informatie en communicatie,"Landbouw, bosbouw en visserij","Logies-, maaltijd- en drankverstrekking",Onderwijs,"Openbaar bestuur, overheidsdiensten en verplichte sociale verzekeringen",Overige dienstverlening,"Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht",Verhuur van en handel in onroerend goed,Verhuur van roerende goederen en overige zakelijke dienstverlening,Vervoer en opslag,Winning en distributie van water: afval- en afvalwaterbeheer en sanering,Winning van delfstoffen 
1454,852,Waterland,414,420,130,60,10,10,0,70,10,20,20,10,10,10,10,0,0,0,10,20,10,10,0
1456,880,Wormerland,750,760,40,80,20,70,0,20,40,50,20,10,130,100,20,0,20,0,10,70,60,0,0
1458,880,Wormerland,75,60,10,20,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1461,439,Purmerend,1454,1440,210,250,30,170,0,20,100,80,60,30,130,60,110,0,70,0,10,70,20,20,0
1462,439,Purmerend,1936,1920,100,150,40,210,0,10,540,240,170,20,120,60,80,0,50,0,20,50,60,0,0
1463,439,Purmerend,294,280,20,40,10,40,0,0,20,0,0,10,80,0,0,0,0,0,0,20,40,0,0
1464,439,Purmerend,495,480,30,20,0,10,0,0,20,10,240,10,100,10,10,0,10,0,0,10,0,0,0
1471,385,Edam-Volendam,322,320,30,80,20,10,0,0,10,10,20,70,40,0,20,0,10,0,0,0,0,0,0
1472,385,Edam-Volendam,201,180,20,30,0,20,0,0,20,0,10,10,40,10,20,0,0,0,0,0,0,0,0
1473,385,Edam-Volendam,291,280,30,30,20,10,0,0,10,20,0,10,110,10,20,0,0,0,0,10,0,0,0
1474,385,Edam-Volendam,1026,1020,130,280,20,100,0,20,160,70,40,40,30,20,50,0,20,0,0,20,20,0,0
1475,385,Edam-Volendam,122,90,20,20,0,10,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0
1476,385,Edam-Volendam,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,385,Edam-Volendam,64,50,20,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1481,385,Edam-Volendam,51,40,10,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1482,852,Waterland,96,80,10,40,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
1501,479,Zaanstad,1753,1760,160,280,70,240,0,10,250,10,40,60,0,180,130,0,100,0,20,160,50,0,0
1502,479,Zaanstad,4956,4960,190,200,60,420,0,20,3310,30,90,60,0,140,130,0,80,0,60,80,90,0,0
1503,479,Zaanstad,2665,2670,110,320,100,540,0,0,560,30,20,60,0,70,440,0,40,0,10,240,130,0,0
1504,479,Zaanstad,1823,1820,60,250,30,200,0,0,410,20,20,30,0,40,380,0,70,0,0,180,120,10,0
1505,479,Zaanstad,5825,5820,540,910,100,340,0,50,180,530,740,280,0,160,100,0,140,0,30,510,1160,50,0
1506,479,Zaanstad,13661,13660,2800,420,370,2480,0,210,1150,860,810,430,0,830,470,1860,230,0,270,340,130,0,0
1507,479,Zaanstad,9611,9600,500,680,190,840,0,30,560,1020,1970,310,0,120,840,580,120,0,20,340,1470,10,0
1508,479,Zaanstad,1907,1890,110,220,60,230,0,30,150,70,140,30,0,30,220,130,50,0,10,90,320,0,0
1509,479,Zaanstad,1873,1850,130,130,120,180,0,0,240,10,460,30,0,50,240,0,90,0,70,60,30,10,0
1511,431,Oostzaan,4363,4360,430,280,100,540,0,30,400,770,660,70,30,270,210,60,120,0,30,270,90,0,0
1521,479,Zaanstad,8478,8490,680,1270,150,1220,0,70,570,700,1410,240,0,240,240,10,180,10,250,550,620,80,0
1525,479,Zaanstad,689,670,50,160,10,60,0,0,0,150,50,0,0,0,20,0,10,10,0,100,30,20,0
1531,880,Wormerland,4282,4270,310,450,150,520,0,60,540,230,850,150,20,110,200,160,140,10,50,260,60,0,0
1534,880,Wormerland,88,80,20,20,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0
1541,479,Zaanstad,3715,3700,250,220,150,590,0,20,800,220,700,80,0,100,280,0,70,0,30,150,40,0,0
1544,479,Zaanstad,2421,2420,220,170,60,220,0,0,440,40,170,70,0,60,230,460,100,0,30,100,50,0,0
1546,880,Wormerland,134,130,20,30,10,10,0,0,10,0,0,0,10,10,20,0,0,0,10,0,0,0,0
1551,479,Zaanstad,2845,2850,260,250,70,180,0,10,90,260,150,50,20,50,120,860,50,0,20,60,340,10,0
1561,479,Zaanstad,2734,2740,180,200,100,740,0,40,460,60,130,30,0,130,380,0,120,0,40,90,40,0,0
1562,479,Zaanstad,1108,1110,180,150,50,100,0,10,140,20,20,30,10,50,160,10,40,0,10,90,40,0,0
1566,479,Zaanstad,4598,4620,770,420,120,470,0,50,410,140,860,90,220,220,310,0,140,0,30,250,80,40,0
1567,479,Zaanstad,1880,1870,230,170,40,470,0,10,290,30,50,80,0,40,200,0,70,0,20,100,70,0,0
1911,450,Uitgeest,4124,4120,490,660,100,680,0,40,300,340,480,90,50,290,260,80,100,30,10,100,20,0,0
1941,375,Beverwijk,1803,1810,60,110,40,600,0,50,390,20,40,40,0,220,30,0,80,0,30,80,20,0,0
1942,375,Beverwijk,2396,2400,130,40,20,60,0,20,1720,10,20,20,0,30,230,0,40,0,30,20,10,0,0
1943,375,Beverwijk,1101,1110,100,70,30,240,0,0,100,20,20,10,10,70,150,0,70,0,0,60,160,0,0
1944,375,Beverwijk,891,880,100,210,20,160,0,0,70,20,20,30,10,20,60,0,50,0,0,50,60,0,0
1945,375,Beverwijk,1854,1840,50,190,50,390,0,0,350,20,60,20,0,120,240,190,60,0,10,60,30,0,0
1946,375,Beverwijk,499,500,20,90,20,60,0,0,120,0,20,10,0,30,40,0,10,0,0,40,30,10,0
1947,375,Beverwijk,985,970,40,90,10,470,0,0,150,10,20,10,0,40,50,10,20,0,0,30,20,0,0
1948,375,Beverwijk,8113,8130,1090,870,60,970,0,80,120,1200,640,300,10,270,180,480,60,0,60,680,980,70,10
1949,375,Beverwijk,1331,1320,70,80,30,30,0,0,480,10,10,10,0,240,280,0,10,0,40,20,10,0,0
1951,453,Velsen,15837,15850,490,440,30,260,0,90,630,300,11230,60,0,120,140,0,30,220,40,800,930,20,20
1961,396,Heemskerk,1266,1270,100,30,30,560,0,20,180,10,40,10,0,160,20,0,80,0,20,10,0,0,0
1962,396,Heemskerk,1513,1520,70,130,40,330,0,0,570,10,20,20,0,90,90,10,60,0,10,50,20,0,0
1963,396,Heemskerk,475,450,70,60,10,30,0,0,60,10,20,30,0,0,100,0,20,0,0,20,20,0,0
1964,396,Heemskerk,1969,1980,80,80,80,470,0,0,510,30,20,30,10,10,130,410,30,0,20,40,30,0,0
1965,396,Heemskerk,811,790,130,60,20,60,0,0,40,20,10,30,0,20,280,0,20,0,80,20,0,0,0
1966,396,Heemskerk,621,620,40,60,10,220,0,0,80,0,0,10,0,20,80,0,40,0,0,30,30,0,0
1967,396,Heemskerk,2526,2520,570,210,70,210,0,10,460,240,240,80,0,140,100,0,40,0,10,120,20,0,0
1968,396,Heemskerk,137,140,0,0,10,10,0,10,0,0,0,0,20,60,10,0,0,0,0,20,0,0,0
1969,396,Heemskerk,1214,1220,90,210,30,180,0,0,50,120,180,20,150,70,10,0,30,0,0,40,30,10,0
1971,453,Velsen,2845,2840,140,220,150,570,0,0,230,20,60,30,0,150,420,620,70,0,80,50,30,0,0
1972,453,Velsen,1897,1900,100,210,50,430,0,10,530,30,20,20,0,190,90,0,100,0,10,70,40,0,0
1973,453,Velsen,954,970,50,110,40,120,0,0,300,10,20,20,10,30,160,0,30,0,0,40,30,0,0
1974,453,Velsen,674,670,60,80,20,240,0,0,70,0,0,10,0,20,40,0,40,0,0,30,60,0,0
1975,453,Velsen,1110,1100,40,90,20,30,0,20,230,10,10,10,0,60,110,180,10,0,40,60,180,0,0
1976,453,Velsen,4094,4090,410,310,20,240,0,20,10,830,920,80,120,310,20,50,40,20,20,120,500,0,50
1981,453,Velsen,1165,1160,130,90,200,40,0,0,120,10,10,10,10,110,100,150,10,0,10,30,10,120,0
1985,453,Velsen,1403,1400,140,40,20,40,0,0,720,10,20,20,0,70,210,0,70,0,0,40,0,0,0
1991,453,Velsen,3630,3630,390,290,40,800,0,80,480,180,110,60,20,110,210,0,90,0,180,70,80,440,0
1992,453,Velsen,240,230,50,20,20,0,0,0,70,10,0,10,0,0,30,0,10,0,0,10,0,0,0
2011,392,Haarlem,15541,15540,1910,190,860,2560,0,140,1310,360,200,940,0,1970,540,2570,510,0,130,1110,240,0,0
2012,392,Haarlem,7288,7290,1390,140,180,320,0,280,1300,100,140,220,0,280,980,1540,110,0,160,120,30,0,0
2013,392,Haarlem,2234,2210,530,140,210,210,0,20,200,80,30,140,0,70,230,0,90,0,20,220,20,0,0
2014,392,Haarlem,2863,2860,420,110,150,610,0,10,810,80,40,80,0,70,250,0,40,0,10,150,30,0,0
2015,392,Haarlem,3545,3560,320,100,120,180,0,10,790,40,20,250,10,50,1330,240,20,0,20,50,10,0,0
2019,392,Haarlem,324,310,0,0,0,0,0,0,0,0,0,0,0,50,0,260,0,0,0,0,0,0,0
2021,392,Haarlem,2624,2630,370,240,180,660,0,0,250,40,40,140,0,130,270,0,90,0,30,150,40,0,0
2022,392,Haarlem,1849,1830,230,190,80,500,0,0,280,20,40,70,0,80,170,30,60,0,0,60,20,0,0
2023,392,Haarlem,3178,3160,700,100,160,370,0,30,550,50,40,190,10,100,670,20,70,0,20,70,10,0,0
2024,392,Haarlem,3120,3110,290,100,210,230,0,20,810,10,30,90,0,60,810,0,110,0,20,290,30,0,0
2025,392,Haarlem,1862,1870,230,150,70,420,0,0,360,20,10,80,0,130,190,0,80,0,10,70,50,0,0
2026,392,Haarlem,1571,1580,120,60,100,70,0,10,880,20,10,40,0,20,100,0,60,0,10,60,20,0,0
2031,392,Haarlem,15625,15640,1590,740,160,1330,0,160,150,2210,4100,1330,0,190,120,10,60,420,130,740,1870,330,0
2032,392,Haarlem,1657,1650,190,190,80,220,0,30,260,20,60,140,0,110,160,0,70,0,10,70,40,0,0
2033,392,Haarlem,3239,3270,270,230,100,320,0,30,1050,50,190,220,10,90,200,30,60,0,50,220,150,0,0
2034,392,Haarlem,1942,1940,150,200,120,150,0,0,570,30,30,80,10,50,330,0,40,0,10,90,80,0,0
2035,392,Haarlem,5516,5510,250,120,60,340,0,0,3470,20,30,60,0,230,360,400,20,0,0,60,90,0,0
2036,392,Haarlem,1369,1360,110,100,70,160,0,0,490,10,20,50,0,40,140,0,40,0,10,70,50,0,0
2037,392,Haarlem,2045,2050,80,110,30,760,0,0,360,10,20,80,0,140,180,20,70,0,0,70,120,0,0
2041,473,Zandvoort,2104,2100,190,160,150,230,0,10,180,70,20,40,0,660,130,0,70,0,10,90,50,40,0
2042,473,Zandvoort,3807,3800,350,180,230,610,0,20,750,70,30,80,0,830,200,120,90,0,60,110,70,0,0
2051,377,Bloemendaal,2052,2030,290,40,80,200,0,10,190,20,20,40,10,500,260,270,20,0,40,20,0,20,0
2061,377,Bloemendaal,2241,2260,450,50,80,270,0,20,710,50,20,70,0,140,230,0,40,0,60,60,10,0,0
2063,392,Haarlem,162,160,30,10,0,0,0,0,20,10,10,10,0,40,20,0,0,0,0,10,0,0,0
2064,394,Haarlemmermeer,825,840,150,90,40,190,0,0,80,20,10,30,30,30,50,20,40,0,10,30,20,0,0
2065,394,Haarlemmermeer,213,210,20,10,10,0,0,0,20,10,0,0,0,90,20,10,20,0,0,0,0,0,0
2071,453,Velsen,3120,3130,260,90,60,380,0,10,1330,50,90,50,20,360,170,0,90,0,10,140,20,0,0
2082,453,Velsen,754,730,210,20,40,110,0,0,90,20,10,20,10,40,60,0,40,0,10,50,0,0,0
2101,397,Heemstede,3086,3080,460,60,80,840,0,10,550,40,90,60,0,180,220,220,110,0,30,120,10,0,0
2102,397,Heemstede,1973,1990,390,100,60,230,0,30,420,150,50,60,0,50,230,10,100,0,30,50,10,20,0
2103,397,Heemstede,1203,1210,180,100,60,60,0,10,410,20,20,40,0,70,140,0,50,0,20,30,0,0,0
2104,397,Heemstede,616,600,120,30,50,70,0,0,170,20,10,20,0,10,30,0,10,0,20,30,10,0,0
2105,397,Heemstede,1606,1620,240,20,20,60,0,0,970,70,20,40,10,20,90,0,20,0,10,20,10,0,0
2106,397,Heemstede,1090,1110,320,20,20,210,0,20,90,100,20,60,10,70,30,0,20,0,20,100,0,0,0
2111,377,Bloemendaal,933,930,310,20,30,20,0,30,130,40,10,50,0,10,160,0,30,10,20,60,0,0,0
2114,377,Bloemendaal,525,420,60,30,20,60,0,10,50,0,0,20,10,80,40,0,20,0,0,20,0,90,0
2116,473,Zandvoort,234,230,60,0,10,10,0,10,100,10,0,10,0,10,0,0,0,0,10,0,0,0,0
2121,377,Bloemendaal,1177,1200,210,60,100,150,0,10,320,30,20,40,10,60,90,0,40,0,10,40,10,0,0
2131,394,Haarlemmermeer,5951,5950,770,350,380,500,0,40,910,320,610,220,30,190,760,80,120,0,90,280,300,0,0
2132,394,Haarlemmermeer,33622,33640,4630,970,1230,2880,0,640,1330,5400,1880,2760,60,2580,1020,1630,940,10,140,2780,2700,0,60
2133,394,Haarlemmermeer,2001,2000,150,70,40,280,0,10,450,70,40,50,0,120,110,0,50,0,0,60,500,0,0
2134,394,Haarlemmermeer,6973,6980,620,250,240,970,0,20,3050,120,60,210,0,170,760,0,160,0,10,200,140,0,0
2135,394,Haarlemmermeer,2670,2650,400,140,90,540,0,20,290,60,20,150,10,60,490,0,100,0,10,190,80,0,0
2136,394,Haarlemmermeer,738,750,100,50,20,110,0,10,20,60,30,20,70,10,60,0,10,0,0,160,10,10,0
2141,394,Haarlemmermeer,2112,2110,230,200,60,340,0,10,120,170,150,40,60,70,100,0,40,0,20,100,280,120,0
2142,394,Haarlemmermeer,3920,3920,120,300,30,700,0,10,980,150,1050,20,10,190,140,0,20,0,20,100,80,0,0
2143,394,Haarlemmermeer,395,390,40,30,0,30,0,0,0,30,90,10,10,110,0,0,10,0,0,20,10,0,0
2144,394,Haarlemmermeer,355,350,30,40,40,30,0,0,20,20,0,10,40,30,10,0,10,0,0,20,0,50,0
2151,394,Haarlemmermeer,3506,3500,360,210,70,1040,0,30,530,160,30,110,20,200,300,20,150,0,30,130,110,0,0
2152,394,Haarlemmermeer,2645,2650,300,270,130,260,0,10,390,130,80,120,50,80,460,0,90,0,20,190,70,0,0
2153,394,Haarlemmermeer,7324,7340,850,390,210,420,0,50,190,1100,1400,310,100,100,70,0,80,0,40,590,1320,120,0
2154,394,Haarlemmermeer,190,170,20,10,10,20,0,0,0,60,20,0,20,0,10,0,0,0,0,0,0,0,0
2155,394,Haarlemmermeer,92,70,0,0,0,0,0,0,0,10,0,0,10,40,0,0,0,0,0,10,0,0,0
2156,394,Haarlemmermeer,158,120,0,10,0,30,0,0,10,30,10,0,30,0,0,0,0,0,0,0,0,0,0
2157,394,Haarlemmermeer,311,300,20,30,0,50,0,0,10,30,0,0,80,0,20,0,40,0,0,10,10,0,0
2158,394,Haarlemmermeer,162,160,10,30,10,0,0,0,10,0,10,0,40,30,10,0,0,0,0,10,0,0,0
2165,394,Haarlemmermeer,1036,1030,120,110,20,90,0,20,120,110,110,20,100,40,50,0,20,10,0,80,10,0,0
3625,1696,Wijdemeren,53,30,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8211,995,Lelystad,2349,2290,130,150,10,80,0,0,110,520,940,150,0,0,10,0,20,0,10,110,30,20,0
8212,995,Lelystad,766,760,80,80,20,260,0,0,110,10,20,30,0,0,70,0,30,0,0,40,10,0,0
8218,995,Lelystad,3767,3680,280,70,90,50,0,0,70,1570,350,250,0,120,250,30,0,0,0,360,190,0,0
8219,995,Lelystad,1311,1180,340,200,50,30,0,0,120,20,140,40,0,30,40,30,20,0,10,50,40,20,0
8221,995,Lelystad,531,530,320,0,40,0,0,0,0,10,20,0,0,10,0,0,0,50,0,0,70,10,0
8222,995,Lelystad,86,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
8223,995,Lelystad,1970,1970,70,180,130,340,0,0,460,20,40,30,0,120,210,70,50,0,90,90,40,30,0
8224,995,Lelystad,3453,3440,710,150,70,330,0,0,1120,10,30,40,0,240,240,270,80,0,20,70,60,0,0
8225,995,Lelystad,1568,1560,70,160,20,230,0,0,650,20,30,40,0,30,170,0,40,0,0,70,30,0,0
8226,995,Lelystad,2335,2320,190,180,50,320,0,10,360,100,50,100,0,210,230,0,90,0,10,400,20,0,0
8231,995,Lelystad,1529,1520,70,100,20,60,0,10,880,20,20,50,0,20,160,0,50,0,10,40,10,0,0
8232,995,Lelystad,5606,5630,510,120,90,740,0,30,660,70,70,150,0,230,210,1580,100,0,20,750,300,0,0
8233,995,Lelystad,3332,3320,150,10,0,40,0,10,1480,0,30,20,0,0,490,950,20,0,10,100,0,10,0
8239,995,Lelystad,1770,1750,70,40,0,530,0,0,10,520,150,0,0,30,40,210,10,0,0,130,10,0,0
8241,995,Lelystad,235,230,90,10,0,20,0,0,20,10,10,20,0,0,10,0,10,0,10,10,10,0,0
8242,995,Lelystad,2452,2430,210,110,80,1010,0,0,140,80,40,50,0,400,100,30,60,0,10,70,40,0,0
8243,995,Lelystad,5432,5450,340,460,60,700,0,10,620,360,1540,220,0,90,190,100,80,0,20,460,180,20,0
8244,995,Lelystad,669,660,130,80,30,60,0,0,100,20,20,40,0,20,60,0,30,0,10,40,20,0,0
8245,995,Lelystad,1204,1220,180,140,120,210,0,10,160,20,30,100,0,10,130,0,40,0,10,40,20,0,0
