PC4 Code,Gemeente Code,Gemeente Name,Total Employment 2022-23,Total Across Categories,"Advisering, onderzoek en overige specialistische zakelijke dienstverlening",Bouwnijverheid,"Cultuur, sport en recreatie",Detailhandel,Extraterritoriale organisaties en lichamen,Financiële instellingen,Gezondheids- en welzijnszorg,Groothandel,Industrie,Informatie en communicatie,"Landbouw, bosbouw en visserij","Logies-, maaltijd- en drankverstrekking",Onderwijs,"Openbaar bestuur, overheidsdiensten en verplichte sociale verzekeringen",Overige dienstverlening,"Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht",Verhuur van en handel in onroerend goed,Verhuur van roerende goederen en overige zakelijke dienstverlening,Vervoer en opslag,Winning en distributie van water: afval- en afvalwaterbeheer en sanering,Winning van delfstoffen 
1191,437,Ouder-Amstel,2959,2950,590,100,150,300,0,100,380,130,130,130,60,170,190,100,100,0,60,120,120,20,0
1211,402,Hilversum,6630,6650,510,250,220,1610,0,40,480,270,130,520,0,1220,340,220,220,0,120,240,260,0,0
1212,402,Hilversum,1871,1860,180,90,40,30,0,0,180,40,350,690,0,0,180,0,20,0,0,40,20,0,0
1213,402,Hilversum,10686,10680,810,100,100,150,0,330,2880,1830,50,1340,10,120,2050,500,110,0,50,230,20,0,0
1214,402,Hilversum,1948,1960,280,160,100,400,0,10,340,30,50,120,0,120,170,0,60,0,20,80,20,0,0
1215,402,Hilversum,2159,2140,410,140,190,170,0,0,520,30,80,160,0,40,180,0,80,0,20,100,20,0,0
1216,402,Hilversum,5397,5420,510,410,70,1130,0,20,640,520,1020,320,20,100,140,20,120,0,60,180,140,0,0
1217,402,Hilversum,14338,14360,1530,90,780,120,0,400,1190,240,280,7530,10,150,740,620,130,0,80,420,50,0,0
1218,402,Hilversum,568,570,90,50,40,110,0,0,60,20,20,30,10,20,60,0,20,0,0,30,10,0,0
1221,402,Hilversum,3449,3450,280,300,120,400,0,10,220,350,470,240,0,120,190,0,60,0,440,110,140,0,0
1222,402,Hilversum,2242,2230,310,400,100,160,0,10,420,30,20,130,0,80,330,0,80,0,0,120,40,0,0
1223,402,Hilversum,2750,2760,400,170,110,360,0,50,420,20,100,350,0,70,260,190,80,0,20,120,40,0,0
1231,1696,Wijdemeren,3773,3780,430,390,170,330,0,40,900,150,190,70,30,380,170,160,80,0,50,150,90,0,0
1241,1696,Wijdemeren,1576,1590,200,160,70,450,0,30,190,50,50,50,10,50,120,20,30,0,20,70,20,0,0
1243,1696,Wijdemeren,925,930,150,80,40,80,0,0,30,190,50,110,20,70,20,0,20,0,10,40,10,10,0
1244,1696,Wijdemeren,794,810,70,50,10,130,0,60,40,100,30,20,0,110,20,0,20,0,10,90,50,0,0
1251,417,Laren,4852,4840,900,150,260,600,0,50,1180,140,60,240,10,330,470,10,120,0,70,230,20,0,0
1252,417,Laren,38,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,376,Blaricum,4268,4270,640,210,120,370,0,60,1640,170,70,160,10,240,180,0,90,0,60,210,40,0,0
1262,376,Blaricum,244,230,70,10,0,20,0,0,60,0,0,20,0,0,20,0,0,0,0,30,0,0,0
1271,406,Huizen,6105,6100,1290,730,200,1080,0,80,520,420,610,280,0,290,100,10,140,0,40,250,60,0,0
1272,406,Huizen,1790,1780,320,80,50,60,0,10,610,60,20,190,0,20,230,0,30,0,20,70,10,0,0
1273,406,Huizen,1375,1360,180,130,30,180,0,0,240,20,20,80,0,50,260,0,40,0,10,110,10,0,0
1274,406,Huizen,1311,1310,100,80,40,440,0,0,290,10,20,30,0,40,110,0,80,0,10,40,20,0,0
1275,406,Huizen,200,180,30,20,10,10,0,0,40,0,0,10,0,0,30,0,10,0,0,20,0,0,0
1276,406,Huizen,2717,2720,320,100,40,240,0,0,730,40,20,80,0,30,190,560,70,0,10,150,140,0,0
1277,406,Huizen,275,260,60,20,0,10,0,0,30,10,10,30,0,0,60,0,20,0,0,10,0,0,0
1309,34,Almere,19,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,34,Almere,2890,2890,130,100,30,270,0,10,200,170,220,40,0,20,70,0,60,0,10,310,1250,0,0
1312,34,Almere,1206,1230,120,120,80,130,0,0,210,20,30,70,0,50,230,0,80,0,0,60,30,0,0
1313,34,Almere,983,980,110,100,20,200,0,0,170,20,80,50,0,20,100,0,40,0,0,50,20,0,0
1314,34,Almere,8358,8370,1290,140,130,320,0,300,1380,310,150,670,0,160,320,750,80,100,80,2100,90,0,0
1315,34,Almere,10915,10910,200,50,350,2040,0,80,2720,40,50,150,0,890,530,2590,550,0,120,440,110,0,0
1316,34,Almere,4991,4980,280,170,40,710,0,10,2710,130,60,200,0,80,170,10,60,0,20,290,40,0,0
1317,34,Almere,756,760,90,110,20,150,0,0,70,20,40,40,0,50,50,0,40,0,0,50,30,0,0
1318,34,Almere,2149,2160,210,120,140,220,0,60,630,20,20,100,0,60,250,40,60,0,60,100,70,0,0
1319,34,Almere,1588,1590,240,90,40,230,0,10,400,30,30,100,0,40,170,0,60,0,10,110,30,0,0
1321,34,Almere,2303,2280,230,270,60,350,0,10,320,150,60,100,0,40,200,0,90,100,10,160,130,0,0
1322,34,Almere,6017,6000,890,350,30,470,0,50,730,1250,700,650,0,80,80,0,80,10,30,550,30,20,0
1323,34,Almere,1713,1710,140,130,80,420,0,10,190,60,30,90,0,60,150,110,50,0,0,140,50,0,0
1324,34,Almere,3079,3080,210,220,80,310,0,10,550,80,340,60,0,240,450,0,170,0,10,250,90,10,0
1325,34,Almere,1977,1960,250,100,60,240,0,10,360,40,20,110,0,100,450,0,70,0,10,100,40,0,0
1326,34,Almere,2849,2850,260,220,40,510,0,0,780,40,20,100,0,80,550,0,70,0,10,100,70,0,0
1327,34,Almere,3480,3470,570,80,20,370,0,10,20,1060,80,100,0,240,10,0,50,0,20,830,10,0,0
1328,34,Almere,2414,2410,330,140,120,320,0,20,570,60,120,140,0,60,200,0,80,0,10,160,80,0,0
1329,34,Almere,1484,1480,20,0,0,130,0,0,0,1140,10,30,0,0,40,0,0,0,0,0,110,0,0
1331,34,Almere,304,190,10,0,20,110,0,0,20,0,10,0,0,0,0,0,0,0,0,10,10,0,0
1332,34,Almere,6118,6130,290,590,10,180,0,20,20,950,2910,120,0,20,10,0,30,0,10,610,290,70,0
1333,34,Almere,3165,3140,290,230,90,320,0,10,380,250,210,140,0,80,440,0,100,0,0,280,320,0,0
1334,34,Almere,2445,2450,40,40,70,1130,0,0,310,10,10,30,0,220,450,0,60,0,20,40,20,0,0
1335,34,Almere,2624,2630,250,200,50,560,0,10,430,30,50,140,0,120,480,0,90,0,10,140,70,0,0
1336,34,Almere,2188,2180,180,120,40,230,0,0,720,30,40,120,0,70,280,0,80,0,10,210,50,0,0
1338,34,Almere,1868,1860,240,120,120,250,0,0,340,40,30,80,0,90,200,120,50,0,10,140,30,0,0
1339,34,Almere,2074,2070,310,170,50,250,0,10,430,40,40,120,0,80,200,0,80,0,30,180,80,0,0
1341,34,Almere,711,720,110,30,60,40,0,0,70,20,20,40,0,90,110,0,20,0,0,90,20,0,0
1343,34,Almere,288,290,110,20,20,20,0,0,20,10,0,30,0,0,20,0,10,0,10,20,0,0,0
1349,34,Almere,1243,1220,250,90,100,150,0,0,150,20,60,100,0,50,110,0,40,0,10,70,20,0,0
1351,34,Almere,2010,2000,500,80,40,170,0,0,110,210,110,40,0,10,40,0,80,0,0,130,480,0,0
1352,34,Almere,225,220,40,20,10,20,0,0,30,0,0,10,0,0,50,0,20,0,0,10,10,0,0
1353,34,Almere,865,870,60,70,30,120,0,10,140,10,20,20,0,60,220,0,30,0,10,40,30,0,0
1354,34,Almere,1062,1070,50,50,50,340,0,10,290,10,20,20,0,50,70,0,40,0,0,30,40,0,0
1355,34,Almere,556,560,60,50,20,160,0,0,80,20,10,40,0,10,50,0,20,0,0,30,10,0,0
1356,34,Almere,472,480,50,50,20,160,0,0,60,0,10,20,0,20,60,0,10,0,0,20,0,0,0
1357,34,Almere,604,600,60,60,20,40,0,10,100,10,20,40,0,120,50,0,30,0,0,30,10,0,0
1358,34,Almere,2328,2310,150,0,80,280,0,0,20,1220,60,20,0,10,60,0,0,0,0,0,410,0,0
1359,34,Almere,452,430,80,20,10,110,0,0,50,0,0,40,0,10,60,0,20,0,0,20,10,0,0
1361,34,Almere,1258,1250,170,40,70,110,0,0,130,40,30,350,0,60,130,0,20,0,10,60,30,0,0
1362,34,Almere,1793,1760,50,100,70,60,0,0,80,540,90,70,0,70,270,210,10,0,0,70,70,0,0
1363,34,Almere,3905,3920,450,170,140,700,0,10,970,60,40,220,0,170,480,0,150,0,30,220,110,0,0
1364,34,Almere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,363,Amsterdam,2659,2650,280,90,100,410,0,140,230,60,620,80,30,90,170,60,70,0,90,70,60,0,0
1382,363,Amsterdam,6431,6430,820,280,160,710,0,30,610,770,1180,650,40,140,310,0,50,0,50,470,150,10,0
1383,363,Amsterdam,439,430,50,50,20,30,0,0,90,10,10,30,20,20,50,0,10,0,0,20,20,0,0
1384,363,Amsterdam,372,350,110,0,20,20,0,0,50,0,0,50,0,10,70,0,10,0,0,10,0,0,0
1394,1696,Wijdemeren,2130,2120,200,150,40,190,0,10,190,500,100,100,60,90,90,0,120,0,20,150,110,0,0
1398,1942,Gooise Meren,1997,2000,270,60,160,620,0,20,170,50,50,80,30,140,110,60,30,0,70,60,20,0,0
1399,1942,Gooise Meren,741,740,170,40,60,60,0,10,120,10,10,40,10,30,100,0,20,0,10,30,20,0,0
1401,1942,Gooise Meren,2056,2040,380,90,50,220,0,60,240,70,50,110,0,80,370,0,20,0,10,80,10,200,0
1402,1942,Gooise Meren,2081,2090,430,200,100,210,0,10,380,60,60,100,0,90,200,0,80,0,40,110,20,0,0
1403,1942,Gooise Meren,1939,1930,210,120,90,410,0,0,560,20,30,90,0,30,220,0,50,0,10,80,10,0,0
1404,1942,Gooise Meren,3329,3310,350,70,90,720,0,80,830,90,20,70,0,340,100,240,160,0,30,90,30,0,0
1405,1942,Gooise Meren,1402,1390,290,60,90,120,0,30,250,40,10,80,0,10,280,0,10,0,10,90,20,0,0
1406,1942,Gooise Meren,1206,1220,300,20,80,90,0,0,170,20,10,160,0,50,190,0,60,0,20,40,10,0,0
1411,1942,Gooise Meren,8088,8100,1280,370,200,900,0,110,1120,790,1030,720,60,200,210,210,130,0,160,560,50,0,0
1412,1942,Gooise Meren,1644,1660,480,30,110,90,0,20,320,30,20,100,0,40,260,0,30,0,20,100,10,0,0
1421,451,Uithoorn,1967,1960,160,110,50,480,0,10,550,30,40,40,0,150,180,0,60,0,0,70,30,0,0
1422,451,Uithoorn,6279,6290,430,550,80,960,0,50,470,540,1350,220,10,110,480,0,140,60,90,550,200,0,0
1423,451,Uithoorn,960,970,170,40,40,40,0,0,80,30,20,40,0,50,90,290,30,0,10,30,10,0,0
1424,451,Uithoorn,4722,4730,220,210,30,230,0,20,100,2270,40,80,980,70,60,0,40,0,20,120,180,60,0
1431,358,Aalsmeer,9423,9420,650,280,220,1230,0,170,990,2410,290,220,100,300,390,20,130,0,40,1720,260,0,0
1432,358,Aalsmeer,6271,6280,550,560,220,840,0,30,170,1560,890,310,200,210,210,0,110,0,60,220,140,0,0
1433,358,Aalsmeer,1696,1700,180,120,40,290,0,10,160,90,40,40,320,80,160,0,40,0,10,80,40,0,0
1435,394,Haarlemmermeer,2749,2730,140,240,20,170,0,10,70,320,220,50,830,20,30,0,20,0,10,100,160,320,0
1436,394,Haarlemmermeer,252,240,10,30,10,20,0,0,10,10,90,0,10,20,0,0,10,0,0,0,20,0,0
1437,394,Haarlemmermeer,2468,2460,10,10,0,10,0,30,0,330,10,0,60,0,0,0,0,0,0,30,1970,0,0
1438,394,Haarlemmermeer,2627,2650,170,60,0,10,0,0,0,330,150,70,0,30,20,0,20,0,30,20,1740,0,0
1441,439,Purmerend,9868,9850,760,490,290,1180,0,160,3700,190,150,410,0,700,290,780,310,0,70,260,110,0,0
1442,439,Purmerend,4152,4150,140,180,60,1180,0,40,450,300,260,50,0,50,790,0,80,80,0,120,370,0,0
1443,439,Purmerend,1020,1020,70,90,40,190,0,0,320,10,20,30,0,30,70,0,50,0,0,50,50,0,0
1444,439,Purmerend,2895,2900,110,90,40,220,0,10,1960,20,20,40,0,60,210,0,40,0,10,40,30,0,0
1445,439,Purmerend,1471,1460,100,140,140,350,0,10,190,30,20,40,0,90,140,0,80,0,0,80,50,0,0
1446,439,Purmerend,5362,5350,260,800,80,730,0,10,190,910,610,140,0,40,60,200,50,0,20,1020,190,40,0
1447,439,Purmerend,2337,2340,240,170,40,370,0,20,700,30,40,60,10,180,190,0,80,0,20,110,80,0,0
1448,439,Purmerend,3267,3240,460,210,90,620,0,10,740,60,50,130,0,110,300,0,130,0,20,220,90,0,0
1451,415,Landsmeer,91,70,10,10,10,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1452,852,Waterland,447,440,80,50,30,20,0,20,50,0,20,30,10,20,40,0,0,0,0,20,50,0,0
