PC4 Code,Gemeente Code,Gemeente Name,Total Employment 2018-19,Total Across Categories,"Advisering, onderzoek en overige specialistische zakelijke dienstverlening",Bouwnijverheid,"Cultuur, sport en recreatie",Detailhandel,Extraterritoriale organisaties en lichamen,Financiële instellingen,Gezondheids- en welzijnszorg,Groothandel,Industrie,Informatie en communicatie,"Landbouw, bosbouw en visserij","Logies-, maaltijd- en drankverstrekking",Onderwijs,"Openbaar bestuur, overheidsdiensten en verplichte sociale verzekeringen",Overige dienstverlening,"Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht",Verhuur van en handel in onroerend goed,Verhuur van roerende goederen en overige zakelijke dienstverlening,Vervoer en opslag,Winning en distributie van water: afval- en afvalwaterbeheer en sanering,Winning van delfstoffen 
1092,363,Amsterdam,3562,3560,860,60,350,240,0,30,420,130,50,190,0,500,370,10,170,0,10,90,80,0,0
1093,363,Amsterdam,5490,5510,580,40,450,850,0,30,900,70,50,220,0,580,400,1030,90,0,40,100,80,0,0
1094,363,Amsterdam,4164,4160,830,70,640,490,0,10,500,60,60,250,0,390,340,120,140,0,50,90,120,0,0
1095,363,Amsterdam,3919,3920,570,90,410,440,0,10,750,60,290,190,0,220,390,70,90,0,10,210,120,0,0
1096,363,Amsterdam,10623,10620,2690,140,180,380,0,650,540,350,130,1770,0,320,180,270,20,520,100,760,490,1130,0
1097,363,Amsterdam,11191,11210,1720,110,400,500,0,340,1140,190,140,1680,0,720,2190,650,680,40,80,330,70,220,10
1098,363,Amsterdam,8858,8870,2070,70,650,880,0,80,740,130,450,870,0,380,2080,0,130,0,160,130,40,0,10
1101,363,Amsterdam,44281,44280,6500,820,770,2410,0,9910,1050,3990,930,4310,0,5880,220,670,140,0,300,5600,750,20,10
1102,363,Amsterdam,24686,24680,420,110,400,1000,0,15050,2250,110,50,180,0,530,1480,770,210,1630,40,240,200,10,0
1103,363,Amsterdam,3775,3780,360,630,140,380,0,40,730,70,30,190,0,110,440,20,200,0,40,280,120,0,0
1104,363,Amsterdam,2539,2540,220,130,160,280,0,0,810,50,50,80,0,60,250,0,100,0,10,200,140,0,0
1105,363,Amsterdam,16397,16380,2370,500,180,580,0,180,9270,1140,360,380,0,210,420,250,90,10,40,120,160,120,0
1106,363,Amsterdam,3290,3290,270,130,180,620,0,20,840,50,20,110,0,130,390,120,110,0,10,180,100,10,0
1107,363,Amsterdam,1792,1790,130,120,100,270,0,0,430,40,30,90,0,80,230,0,80,0,10,100,80,0,0
1108,363,Amsterdam,1067,1080,80,140,40,30,0,0,240,10,30,50,0,150,80,0,10,0,0,40,20,160,0
1109,363,Amsterdam,279,280,40,30,20,30,0,10,40,10,0,20,10,0,40,0,10,0,0,20,0,0,0
1111,384,Diemen,5560,5550,410,120,160,660,0,70,570,80,1810,170,0,230,300,300,120,70,130,210,100,40,0
1112,384,Diemen,13085,13070,1960,970,150,670,0,750,1020,580,1230,1680,0,250,580,10,140,0,60,1300,1710,10,0
1113,384,Diemen,663,660,110,40,30,170,0,10,70,20,0,40,0,30,40,0,30,0,20,40,10,0,0
1114,437,Ouder-Amstel,10561,10560,1520,270,180,760,0,320,80,1570,300,2340,0,120,50,0,40,0,60,2250,600,100,0
1115,437,Ouder-Amstel,2007,2020,250,110,90,200,0,10,560,60,60,70,0,80,180,0,40,0,10,90,210,0,0
1117,394,Haarlemmermeer,7711,7680,190,10,10,0,0,60,240,20,640,140,0,330,0,120,20,0,0,2220,3680,0,0
1118,394,Haarlemmermeer,49696,49700,1320,250,0,990,0,400,70,2260,690,190,0,5190,30,60,240,0,170,4410,33410,0,20
1119,394,Haarlemmermeer,7216,7210,480,320,0,380,0,20,70,1070,440,1730,0,200,30,0,90,0,100,250,2030,0,0
1121,415,Landsmeer,3235,3240,400,240,160,480,0,60,480,390,90,130,40,120,190,80,110,0,50,120,80,20,0
1127,415,Landsmeer,329,330,40,20,10,40,0,0,30,40,0,20,30,10,10,0,30,0,10,20,20,0,0
1131,385,Edam-Volendam,7527,7510,380,1910,220,1110,0,120,590,690,630,50,10,740,160,0,80,0,50,720,50,0,0
1132,385,Edam-Volendam,2707,2700,150,790,90,500,0,30,170,50,30,40,10,40,320,320,60,0,0,80,20,0,0
1135,385,Edam-Volendam,3326,3330,260,310,50,420,0,100,180,270,910,30,10,130,230,10,220,0,20,40,140,0,0
1141,852,Waterland,2293,2290,240,150,110,360,0,10,350,60,180,60,50,170,120,160,60,0,10,160,40,0,0
1145,852,Waterland,410,420,10,40,20,0,0,0,10,10,90,0,30,160,10,0,10,0,10,20,0,0,0
1151,852,Waterland,650,630,150,40,50,30,0,10,60,20,40,40,40,40,60,0,20,0,0,10,20,0,0
1153,852,Waterland,124,130,20,10,20,10,0,0,0,0,0,0,40,0,20,0,10,0,0,0,0,0,0
1154,852,Waterland,37,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0
1156,852,Waterland,290,290,20,20,10,50,0,0,20,0,10,10,20,80,20,0,20,0,0,0,10,0,0
1161,394,Haarlemmermeer,3801,3800,320,560,80,670,0,80,140,480,600,70,10,150,180,0,80,0,20,180,170,10,0
1165,394,Haarlemmermeer,2011,1990,360,110,50,220,0,0,70,160,140,190,0,80,80,70,40,0,20,140,260,0,0
1171,394,Haarlemmermeer,8955,8960,770,570,160,790,0,100,620,560,130,280,10,700,260,2770,100,0,80,720,320,20,0
1175,394,Haarlemmermeer,3036,3030,490,250,40,380,0,10,10,610,160,180,30,100,40,0,30,10,40,230,350,50,20
1181,362,Amstelveen,11428,11420,1450,120,240,1790,0,1070,830,1130,480,490,0,470,500,1840,210,20,180,280,310,10,0
1182,362,Amstelveen,4310,4320,420,40,150,320,0,120,260,60,80,60,50,220,160,820,70,0,80,50,1360,0,0
1183,362,Amstelveen,6395,6380,1640,140,220,480,0,690,680,350,80,380,10,320,380,50,100,0,460,280,80,40,0
1184,362,Amstelveen,945,960,160,30,20,20,0,10,30,60,10,200,0,150,130,0,100,0,0,40,0,0,0
1185,362,Amstelveen,12063,12070,1660,310,260,1260,0,1400,1220,880,310,2350,0,390,1180,190,170,0,90,290,100,10,0
1186,362,Amstelveen,11037,11040,1870,90,140,610,0,230,2650,580,40,560,20,110,210,0,120,20,30,3360,400,0,0
1187,362,Amstelveen,4953,4960,720,160,200,450,0,70,650,500,450,220,220,290,320,0,120,0,60,190,340,0,0
1188,362,Amstelveen,1280,1270,160,100,50,240,0,10,180,40,10,60,50,30,180,0,50,0,20,60,30,0,0
1189,362,Amstelveen,94,80,20,10,0,10,0,0,10,0,0,0,0,0,20,0,10,0,0,0,0,0,0
1191,437,Ouder-Amstel,2916,2920,540,120,150,310,0,140,320,140,150,100,70,160,210,100,110,0,70,120,100,10,0
1211,402,Hilversum,7046,7040,510,200,180,1810,0,130,360,100,90,900,0,1120,240,560,180,0,130,190,340,0,0
1212,402,Hilversum,1199,1190,180,50,20,80,0,0,260,40,290,20,0,10,150,0,60,0,0,20,10,0,0
1213,402,Hilversum,9798,9800,880,40,110,150,0,400,2390,1930,20,1290,10,110,1910,230,120,0,30,160,20,0,0
1214,402,Hilversum,1632,1640,210,120,80,370,0,10,300,40,40,90,0,100,130,0,60,0,20,50,20,0,0
1215,402,Hilversum,1918,1920,360,100,160,180,0,0,490,50,60,120,0,30,150,0,90,0,20,90,20,0,0
1216,402,Hilversum,5269,5280,530,330,60,1000,0,30,490,490,1070,260,20,100,100,40,100,0,40,330,240,50,0
1217,402,Hilversum,12873,12860,1240,80,760,140,0,430,1160,400,110,6650,0,110,670,400,130,0,80,440,60,0,0
1218,402,Hilversum,497,490,80,30,40,130,0,0,40,20,10,30,10,20,50,0,10,0,0,10,10,0,0
1221,402,Hilversum,3856,3840,200,250,100,420,0,10,140,360,520,240,0,80,140,0,60,0,440,740,140,0,0
1222,402,Hilversum,1766,1770,240,360,80,140,0,20,290,20,20,120,0,50,260,0,60,0,0,80,20,10,0
1223,402,Hilversum,2341,2330,290,150,70,370,0,0,300,20,70,410,0,50,160,190,110,0,20,100,20,0,0
1231,1696,Wijdemeren,3719,3700,350,330,130,370,0,20,750,220,160,50,40,430,110,150,80,0,30,400,80,0,0
1241,1696,Wijdemeren,1452,1460,210,130,70,450,0,40,140,50,40,40,20,40,90,20,40,0,10,50,20,0,0
1243,1696,Wijdemeren,1105,1100,60,90,260,120,0,0,30,160,50,100,10,70,10,0,30,0,50,40,0,20,0
1244,1696,Wijdemeren,607,610,60,40,10,80,0,50,20,110,20,10,0,70,20,0,10,0,10,60,30,10,0
1251,417,Laren,4701,4700,760,140,230,720,0,90,1220,160,70,240,10,290,390,10,100,0,60,180,30,0,0
1252,417,Laren,38,30,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1261,376,Blaricum,3727,3740,490,140,130,400,0,30,1520,160,70,130,10,230,160,0,70,0,60,110,30,0,0
1262,376,Blaricum,68,60,30,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0
1271,406,Huizen,6030,6030,1090,830,190,1020,0,100,440,430,700,240,0,320,100,10,130,0,40,260,120,10,0
1272,406,Huizen,1902,1900,270,90,40,60,0,20,790,50,40,220,10,10,190,0,30,0,30,40,10,0,0
1273,406,Huizen,1145,1160,180,100,40,140,0,0,200,30,20,60,0,50,230,0,30,0,0,70,10,0,0
1274,406,Huizen,1160,1150,90,60,30,390,0,0,240,10,20,30,0,60,80,0,80,0,0,40,20,0,0
1275,406,Huizen,158,150,30,20,0,10,0,0,40,0,0,10,0,0,20,0,10,0,0,10,0,0,0
1276,406,Huizen,2296,2300,290,90,60,190,0,0,630,30,20,80,0,10,180,530,60,0,0,110,20,0,0
1277,406,Huizen,242,230,50,10,0,10,0,0,40,10,10,20,0,0,60,0,10,0,0,10,0,0,0
1309,34,Almere,16,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,34,Almere,2486,2480,120,80,30,230,0,10,230,190,220,30,0,20,60,0,100,0,10,290,860,0,0
1312,34,Almere,1083,1060,150,80,60,120,0,0,160,20,20,50,0,50,190,0,70,0,0,70,20,0,0
1313,34,Almere,820,830,110,100,20,160,0,0,100,30,80,40,0,20,80,0,30,0,0,40,20,0,0
1314,34,Almere,8291,8290,1460,100,130,310,0,200,1160,220,130,640,0,200,300,850,70,90,60,2310,60,0,0
1315,34,Almere,11250,11290,220,20,400,2310,0,90,2810,50,50,120,0,1080,440,2260,470,0,120,740,110,0,0
1316,34,Almere,4549,4550,200,90,60,610,0,20,2470,110,60,120,0,90,220,10,70,0,20,190,210,0,0
1317,34,Almere,723,700,100,100,20,160,0,0,60,20,50,20,0,40,30,0,30,0,0,50,20,0,0
1318,34,Almere,1759,1760,160,70,130,170,0,50,530,20,20,80,0,60,230,40,40,0,50,70,40,0,0
1319,34,Almere,1309,1310,220,50,50,140,0,10,360,30,20,110,0,50,140,0,40,0,10,60,20,0,0
1321,34,Almere,2224,2250,220,200,70,280,0,10,220,180,80,360,0,50,190,0,70,0,10,200,110,0,0
1322,34,Almere,6012,6030,770,340,100,430,0,90,750,1260,600,630,0,60,40,0,120,20,40,450,310,20,0
1323,34,Almere,1589,1590,150,110,100,360,0,10,160,80,30,50,0,50,160,110,50,0,10,130,30,0,0
1324,34,Almere,2891,2900,170,170,70,310,0,0,310,90,410,50,0,410,360,0,60,0,10,410,60,10,0
1325,34,Almere,1501,1490,250,60,80,190,0,10,200,40,20,90,0,110,270,0,50,0,10,80,30,0,0
1326,34,Almere,2428,2410,230,130,50,410,0,0,650,30,20,80,0,90,520,0,60,0,0,70,70,0,0
1327,34,Almere,3013,3000,520,90,20,370,0,70,10,910,100,80,0,200,0,0,20,0,0,590,20,0,0
1328,34,Almere,1905,1900,280,80,100,250,0,20,460,40,80,80,0,30,180,0,80,0,10,170,40,0,0
1329,34,Almere,1375,1370,180,0,0,90,0,0,0,920,0,30,0,0,50,0,0,0,0,0,100,0,0
1331,34,Almere,329,160,10,0,10,80,0,0,20,0,10,0,0,10,0,0,0,0,0,10,10,0,0
1332,34,Almere,5555,5560,180,620,10,160,0,20,20,960,2560,80,0,10,60,0,30,0,0,650,140,60,0
1333,34,Almere,2816,2800,270,150,80,640,0,10,320,220,180,130,0,50,350,0,80,0,0,230,90,0,0
1334,34,Almere,2370,2360,40,20,90,1220,0,0,30,60,20,30,0,270,400,0,80,60,10,20,10,0,0
1335,34,Almere,1963,1950,220,110,60,330,0,0,340,40,30,120,0,130,370,0,80,0,0,80,40,0,0
1336,34,Almere,1775,1780,170,90,30,180,0,0,660,40,20,90,0,30,230,0,50,0,0,160,30,0,0
1338,34,Almere,1483,1460,180,70,120,200,0,10,250,50,20,60,0,30,180,110,40,0,0,100,40,0,0
1339,34,Almere,1702,1690,310,110,60,210,0,20,290,30,40,150,0,70,160,0,80,0,20,100,40,0,0
1341,34,Almere,252,260,40,10,40,10,0,0,20,0,10,20,0,50,40,0,10,0,0,10,0,0,0
1343,34,Almere,213,210,80,10,10,20,0,0,10,10,0,20,0,0,20,0,10,0,0,20,0,0,0
1349,34,Almere,269,240,40,30,20,20,0,0,30,0,20,20,0,0,10,0,20,0,10,20,0,0,0
1351,34,Almere,2359,2350,780,60,40,170,0,0,90,200,130,30,0,20,20,0,70,0,0,130,610,0,0
1352,34,Almere,180,160,30,20,10,10,0,0,20,0,0,0,0,10,40,0,20,0,0,0,0,0,0
1353,34,Almere,682,680,40,40,30,130,0,10,80,10,20,20,0,60,180,0,30,0,0,10,20,0,0
1354,34,Almere,866,850,40,30,60,270,0,0,150,0,10,130,0,40,50,0,30,0,0,20,20,0,0
1355,34,Almere,593,580,150,40,20,170,0,0,50,20,10,20,0,20,40,0,10,0,0,20,10,0,0
1356,34,Almere,438,430,40,30,20,140,0,0,50,0,10,20,0,20,50,0,20,0,0,20,10,0,0
1357,34,Almere,538,540,50,50,20,30,0,0,60,10,20,50,0,150,40,0,30,0,0,20,10,0,0
1358,34,Almere,1059,1040,150,0,40,20,0,0,20,600,10,20,0,20,50,0,0,0,10,0,100,0,0
1359,34,Almere,246,250,60,10,10,30,0,0,30,10,0,20,0,0,40,0,10,0,0,20,10,0,0
1361,34,Almere,453,470,50,10,40,40,0,0,20,20,20,20,0,70,110,0,10,0,0,60,0,0,0
1362,34,Almere,1203,1190,30,90,20,70,0,0,10,310,70,60,0,70,170,0,10,0,0,210,70,0,0
1363,34,Almere,2603,2610,300,120,100,290,0,10,710,50,20,140,0,130,400,0,100,0,10,160,70,0,0
1364,34,Almere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,363,Amsterdam,2850,2840,380,80,70,360,0,270,200,140,580,60,20,170,140,140,80,0,50,50,50,0,0
1382,363,Amsterdam,5714,5730,610,240,210,620,0,40,480,840,1160,500,20,110,260,0,40,0,40,350,210,0,0
1383,363,Amsterdam,386,390,50,50,20,30,0,0,60,10,10,20,30,20,40,0,10,0,0,20,20,0,0
1384,363,Amsterdam,41,30,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1394,1696,Wijdemeren,1893,1890,150,140,50,210,0,10,180,400,110,100,70,60,60,0,120,0,20,110,100,0,0
1398,1942,Gooise Meren,1405,1380,130,30,80,540,0,10,70,30,70,80,20,130,40,60,20,0,30,30,10,0,0
1399,1942,Gooise Meren,674,680,130,30,80,80,0,0,120,20,10,30,10,50,60,0,10,0,10,30,10,0,0
1401,1942,Gooise Meren,2052,2070,330,70,30,320,0,70,260,110,60,130,0,70,300,0,20,0,10,80,10,200,0
1402,1942,Gooise Meren,1725,1720,400,150,100,220,0,10,270,40,60,90,0,60,140,0,70,0,10,90,10,0,0
1403,1942,Gooise Meren,1795,1800,180,120,80,380,0,0,550,20,20,90,0,60,160,0,40,0,10,70,20,0,0
1404,1942,Gooise Meren,3168,3160,420,50,70,740,0,80,500,70,30,60,0,320,60,250,150,0,40,200,120,0,0
1405,1942,Gooise Meren,1181,1180,240,90,60,100,0,30,200,50,10,60,0,0,280,0,30,0,10,20,0,0,0
1406,1942,Gooise Meren,1199,1210,210,30,80,70,0,0,140,250,0,40,0,60,210,0,60,0,10,40,10,0,0
1411,1942,Gooise Meren,6952,6960,980,280,180,880,0,80,980,930,960,460,70,170,180,260,80,0,100,350,20,0,0
1412,1942,Gooise Meren,1339,1320,440,30,80,60,0,20,210,10,10,80,0,30,210,0,40,0,20,80,0,0,0
1421,451,Uithoorn,1897,1900,160,70,50,500,0,10,480,30,40,60,0,160,160,0,50,0,0,90,40,0,0
1422,451,Uithoorn,5873,5880,410,450,80,830,0,80,370,510,1380,220,10,120,390,0,120,50,90,460,310,0,0
1423,451,Uithoorn,808,800,130,40,30,30,0,0,80,30,10,30,0,40,80,240,30,0,0,20,10,0,0
1424,451,Uithoorn,4424,4420,120,180,30,120,0,20,90,2440,40,40,970,40,50,0,30,0,10,80,150,10,0
1431,358,Aalsmeer,8990,8980,620,200,160,1210,0,120,890,2400,380,190,120,300,350,60,120,0,20,1610,230,0,0
1432,358,Aalsmeer,5569,5560,550,480,180,810,0,30,120,1140,850,260,240,190,170,0,60,0,40,160,280,0,0
1433,358,Aalsmeer,1510,1520,160,100,40,220,0,20,130,100,20,60,340,70,140,0,30,0,10,40,40,0,0
1435,394,Haarlemmermeer,2366,2380,90,160,20,130,0,10,60,260,220,70,700,40,50,0,20,0,10,110,130,300,0
1436,394,Haarlemmermeer,223,210,10,20,20,20,0,0,10,10,80,0,10,10,10,0,0,0,0,0,10,0,0
1437,394,Haarlemmermeer,1734,1720,0,10,0,20,0,30,0,240,0,0,0,0,0,0,0,0,0,20,1400,0,0
1438,394,Haarlemmermeer,2276,2280,130,40,0,30,0,0,0,200,130,50,0,10,0,0,20,0,0,20,1650,0,0
1441,439,Purmerend,9610,9600,760,200,250,1200,0,320,3600,180,140,380,0,770,210,920,300,0,80,210,80,0,0
1442,439,Purmerend,3995,3980,140,170,50,1160,0,10,400,380,220,40,0,40,730,0,50,60,0,170,350,10,0
1443,439,Purmerend,836,830,40,60,30,210,0,0,260,10,10,30,0,20,50,0,40,0,0,40,30,0,0
1444,439,Purmerend,2685,2670,100,50,30,190,0,0,1860,20,10,20,0,50,230,0,40,0,10,20,40,0,0
1445,439,Purmerend,1255,1270,90,120,160,310,0,10,160,40,20,30,0,70,110,0,60,0,0,40,50,0,0
1446,439,Purmerend,4400,4400,210,590,70,580,0,30,70,860,490,100,0,40,30,0,50,0,20,1110,110,40,0
1447,439,Purmerend,2042,2070,190,140,50,360,0,10,660,40,30,60,10,160,150,0,80,0,10,80,40,0,0
1448,439,Purmerend,2562,2560,310,160,80,500,0,20,630,50,30,80,0,80,270,0,90,0,20,160,80,0,0
1451,415,Landsmeer,109,100,10,10,10,20,0,0,0,0,10,0,20,0,0,0,10,0,0,10,0,0,0
1452,852,Waterland,431,430,70,40,20,20,0,20,40,0,20,40,30,20,30,0,10,0,0,10,60,0,0
1454,852,Waterland,301,290,140,40,10,10,0,0,10,30,0,0,10,10,0,0,0,0,0,10,10,10,0
1456,880,Wormerland,730,720,80,50,20,70,0,10,20,30,40,0,110,120,20,0,20,0,10,60,60,0,0
1458,880,Wormerland,86,70,10,20,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0
1461,439,Purmerend,1208,1210,180,220,20,150,0,20,60,70,60,20,110,60,60,0,70,0,10,50,20,30,0
1462,439,Purmerend,1849,1830,80,130,60,190,0,0,490,240,170,10,130,80,60,40,30,0,10,20,90,0,0
1463,439,Purmerend,276,270,20,40,10,40,0,10,10,0,0,10,80,0,0,0,0,0,0,10,40,0,0
1464,439,Purmerend,457,450,20,20,0,20,0,0,10,10,210,10,90,10,20,0,10,0,10,0,10,0,0
1471,385,Edam-Volendam,313,310,20,80,20,20,0,0,10,10,20,50,50,0,20,0,10,0,0,0,0,0,0
1472,385,Edam-Volendam,210,190,20,40,0,20,0,0,20,0,0,0,50,0,20,0,0,0,0,10,10,0,0
1473,385,Edam-Volendam,277,270,30,30,20,10,0,0,10,20,10,0,90,20,20,0,10,0,0,0,0,0,0
1474,385,Edam-Volendam,1009,990,100,250,30,110,0,30,120,140,40,20,30,20,40,0,30,0,0,10,20,0,0
1475,385,Edam-Volendam,112,90,10,10,0,10,0,0,0,0,0,0,40,0,20,0,0,0,0,0,0,0,0
1476,385,Edam-Volendam,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,385,Edam-Volendam,63,60,20,10,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1481,385,Edam-Volendam,47,30,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1482,852,Waterland,93,80,10,40,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
1501,479,Zaanstad,1470,1470,140,220,70,240,0,10,140,20,30,60,0,130,120,0,90,0,20,120,60,0,0
1502,479,Zaanstad,4454,4460,170,140,60,400,0,10,2990,30,70,40,0,140,110,0,90,0,40,110,60,0,0
1503,479,Zaanstad,2341,2330,140,230,80,560,0,10,450,30,20,70,0,60,380,0,50,0,10,160,80,0,0
