PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;CLUSTER;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEEFTIJD_JONGER;LEEFTIJD_4;LEEFTIJD_5;LEEFTIJD_6;LEEFTIJD_7;LEEFTIJD_8;LEEFTIJD_9;LEEFTIJD_10;LEEFTIJD_11;LEEFTIJD_12;LEEFTIJD_13;LEEFTIJD_14;LEEFTIJD_15;LEEFTIJD_16;LEEFTIJD_17;LEEFTIJD_18;LEEFTIJD_19;LEEFTIJD_20;LEEFTIJD_21;LEEFTIJD_22;LEEFTIJD_23;LEEFTIJD_24;LEEFTIJD_OUDER;TOTAAL
20181001;05TO;0;Chr Basissch De Fontein;9791BN;TEN BOER;9;Ten Boer;Groningen;Bo;nvt;Protestants-Christelijk;41261;0;14;22;16;16;18;11;21;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;131
20181001;05TR;0;GEREF Basissch De Wissel;3572ZM;UTRECHT;344;Utrecht;Utrecht;Bo;nvt;Gereformeerd vrijgemaakt;41646;0;26;25;24;26;26;22;28;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200
20181001;05TS;0;Chr Basisschool De Veenster;9341AV;VEENHUIZEN;1699;Noordenveld;Drenthe;Bo;nvt;Protestants-Christelijk;32073;0;11;7;10;12;10;9;6;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;79
20181001;05TT;0;De Magdalon;4351AP;VEERE;717;Veere;Zeeland;Bo;nvt;Protestants-Christelijk;40959;0;10;14;14;8;11;10;10;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;92
20181001;05TU;0;Basisschool De IJsselvallei;8194LK;VEESSEN;246;Heerde;Gelderland;Bo;nvt;Protestants-Christelijk;41473;0;6;5;7;13;7;8;11;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67
20181001;05TV;0;School aan de Vijver;5913TV;VENLO;983;Venlo;Limburg;Bo;nvt;Protestants-Christelijk;41018;0;32;33;52;31;38;23;29;26;7;0;0;0;0;0;0;0;0;0;0;0;0;0;271
20181001;05TW;0;Basisschool De Schakel;3645GR;VINKEVEEN;736;De Ronde Venen;Utrecht;Bo;nvt;Protestants-Christelijk;92210;0;17;15;13;12;17;13;12;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;121
20181001;05TY;0;Chr Kindcentrum Het Kompas;8325EV;VOLLENHOVE;1708;Steenwijkerland;Overijssel;Bo;nvt;Protestants-Christelijk;41270;0;23;31;26;31;13;22;20;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;182
20181001;05TZ;0;Chr Basisschool Sjaloom;7383CB;VOORST GEM VOORST;285;Voorst;Gelderland;Bo;nvt;Protestants-Christelijk;45969;0;12;11;16;11;7;16;8;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;94
20181001;05UE;0;Goede Herderschool PC;8191XN;WAPENVELD;246;Heerde;Gelderland;Bo;nvt;Protestants-Christelijk;92626;0;3;7;11;14;17;9;14;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86
20181001;05UF;0;Ds van Maasschool;8191LH;WAPENVELD;246;Heerde;Gelderland;Bo;nvt;Protestants-Christelijk;92639;0;16;16;12;13;17;17;16;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;118
20181001;05UG;0;Chr Basisschool De Rank;9989AT;WARFFUM;1651;Eemsmond;Groningen;Bo;nvt;Protestants-Christelijk;41261;0;4;4;5;7;4;8;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
20181001;05UK;0;Chr Nat Sch Knienenbult;7054AT;WESTENDORP;1509;Oude IJsselstreek;Gelderland;Bo;nvt;Protestants-Christelijk;41787;0;5;3;5;10;6;8;8;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;58
20181001;05UL;0;Chr Basissch De Bining;9295KC;WESTERGEEST;79;Kollumerland en Nieuwkruisland;Friesland;Bo;nvt;Protestants-Christelijk;40635;0;6;6;7;4;11;8;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62
20181001;05UM;0;Ds Vossersschool;8881CJ;WEST-TERSCHELLING;93;Terschelling;Friesland;Bo;nvt;Protestants-Christelijk;92899;0;13;12;16;10;10;9;11;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;88
20181001;05UN;0;Chr Basisschool De Rank;1551RD;WESTZAAN;479;Zaanstad;Noord-Holland;Bo;nvt;Protestants-Christelijk;41251;0;22;19;19;16;26;17;19;15;4;0;0;0;0;0;0;0;0;0;0;0;0;0;157
20181001;05UO;0;Chr Basisschool De Rank;8091HV;WEZEP;269;Oldebroek;Gelderland;Bo;nvt;Protestants-Christelijk;41473;0;26;20;24;20;30;22;23;22;6;0;0;0;0;0;0;0;0;0;0;0;0;0;193
20181001;05UR;0;CBS De Wegwijzer;9367RM;DE WILP GN;25;Marum;Groningen;Bo;nvt;Protestants-Christelijk;41571;0;10;11;12;16;11;11;8;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100
20181001;05US;0;Basisschool De Regenboog;8274AR;WILSUM;166;Kampen;Overijssel;Bo;nvt;Protestants-Christelijk;41125;0;4;17;10;14;9;13;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87
20181001;05UT;0;Maranathaschool;9671GC;WINSCHOTEN;1895;Oldambt;Groningen;Bo;nvt;Protestants-Christelijk;41845;0;27;25;19;35;19;31;27;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;202
20181001;05UU;0;Basisschool De Piramiden;9951JH;WINSUM GN;53;Winsum;Groningen;Bo;nvt;Protestants-Christelijk;41261;0;12;14;21;15;22;18;26;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;141
20181001;05UW;0;Chr Basisschool De Arke;9088AS;WIRDUM FR;80;Leeuwarden;Friesland;Bo;nvt;Protestants-Christelijk;41419;0;5;6;6;5;7;7;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;45
20181001;05UX;0;Het Samenspel;4471BR;WOLPHAARTSDIJK;664;Goes;Zeeland;Bo;nvt;Protestants-Christelijk;41582;0;21;19;19;17;16;17;17;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;144
20181001;05UY;0;Basisschool It Funemint;8731CD;WOMMELS;1900;Sudwest-Fryslan;Friesland;Bo;nvt;Protestants-Christelijk;42604;0;23;19;12;17;23;22;21;25;3;1;0;0;0;0;0;0;0;0;0;0;0;0;166
20181001;05VA;0;Chr Nationale School;9113PB;WALTERSWALD;1891;Dantumadiel;Friesland;Bo;nvt;Reformatorisch;93445;0;26;17;21;18;15;15;7;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;136
20181001;05VC;0;Akkerwal;7468RE;ENTER;189;Wierden;Overijssel;Bo;nvt;Protestants-Christelijk;92951;0;6;4;4;9;12;9;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56
20181001;05VD;0;Oranjeschool vBasisond;8276AL;ZALK;166;Kampen;Overijssel;Bo;nvt;Protestants-Christelijk;41125;0;7;6;8;12;6;14;7;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;69
20181001;05VG;0;Basissch De Nessevliet;2761DP;ZEVENHUIZEN ZH;1892;Zuidplas;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41194;0;16;26;27;20;21;18;11;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152
20181001;05VJ;0;'T Paalhoofd;4374BB;ZOUTELANDE;717;Veere;Zeeland;Bo;nvt;Protestants-Christelijk;40959;0;6;20;11;22;12;11;18;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113
20181001;05VK;0;Basisschool De Wegwijzer;9636AA;ZUIDBROEK;1952;Midden-Groningen;Groningen;Bo;nvt;Protestants-Christelijk;41845;0;14;15;18;14;17;21;23;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;139
20181001;05VL;0;PC Basisschool De Aanwas;3214XE;ZUIDLAND;1930;Nissewaard;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41507;0;25;17;22;33;28;35;32;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;211
20181001;05VM;0;Chr Basissch M D Bijbel;5305EA;ZUILICHEM;297;Zaltbommel;Gelderland;Bo;nvt;Protestants-Christelijk;42658;0;11;10;14;13;11;15;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108
20181001;05VO;0;Montess BS Pallas Athene;3818JE;AMERSFOORT;307;Amersfoort;Utrecht;Bo;nvt;Algemeen bijzonder;41226;0;41;40;37;41;37;36;39;28;6;0;0;0;0;0;0;0;0;0;0;0;0;0;305
20181001;05VO;1;Montess BS Pallas Athene;3634AS;LOENERSLOOT;1904;Stichtse Vecht;Utrecht;Bo;nvt;Algemeen bijzonder;41226;0;4;5;9;7;8;7;7;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57
20181001;05VP;0;Cornelis Vrijschool;1071CW;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;nvt;Algemeen bijzonder;94459;0;30;30;35;28;31;29;35;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247
20181001;05VR;0;Deventer Montessori Sch;7415LA;DEVENTER;150;Deventer;Overijssel;Bo;nvt;Algemeen bijzonder;95148;0;77;72;53;64;66;49;65;51;4;0;0;0;0;0;0;0;0;0;0;0;0;0;501
20181001;05VS;0;Instituut Van Kinsbergen;8081VZ;ELBURG;230;Elburg;Gelderland;Bo;nvt;Algemeen bijzonder;95395;0;12;9;10;10;7;16;13;16;4;1;0;0;0;0;0;0;0;0;0;0;0;0;98
20181001;05VT;0;Enschedese Schoolverenig;7523AL;ENSCHEDE;153;Enschede;Overijssel;Bo;nvt;Algemeen bijzonder;95421;0;26;27;26;25;32;29;22;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;215
20181001;05VU;0;Schoolver Neutr Bijz Ond;2801ZA;GOUDA;513;Gouda;Zuid-Holland;Bo;nvt;Algemeen bijzonder;95655;0;50;49;44;50;44;47;44;46;4;0;0;0;0;0;0;0;0;0;0;0;0;0;378
20181001;05VV;0;Schoolvereniging Wolters;2597PH;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Algemeen bijzonder;95681;0;42;47;56;58;60;62;60;53;3;0;0;0;0;0;0;0;0;0;0;0;0;0;441
20181001;05VW;0;Bs Haagsche School Ver;2514JT;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Algemeen bijzonder;95694;0;112;119;115;122;118;101;118;46;2;0;0;0;0;0;0;0;0;0;0;0;0;0;853
20181001;05VX;0;1e Ned Montessorischool;2566DA;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Algemeen bijzonder;46879;0;186;233;258;249;268;271;234;46;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1747
20181001;05VY;0;Montessorisch Waalsdorp;2597PH;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Algemeen bijzonder;95746;0;31;36;35;36;40;42;38;27;5;0;0;0;0;0;0;0;0;0;0;0;0;0;290
20181001;05WB;0;De Vrije School;2597NT;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Antroposofisch;95785;0;52;59;43;55;51;61;54;51;10;0;0;0;0;0;0;0;0;0;0;0;0;0;436
20181001;05WD;0;Haarlemse Montessorisch;2012SR;HAARLEM;392;Haarlem;Noord-Holland;Bo;nvt;Algemeen bijzonder;95954;0;33;34;41;38;35;46;39;29;6;0;0;0;0;0;0;0;0;0;0;0;0;0;301
20181001;05WG;0;Hilversumse Schoolver;1213BM;HILVERSUM;402;Hilversum;Noord-Holland;Bo;nvt;Algemeen bijzonder;96266;0;26;26;30;30;34;29;39;36;2;0;0;0;0;0;0;0;0;0;0;0;0;0;252
20181001;05WH;0;Montessorischool Centrum;1211AM;HILVERSUM;402;Hilversum;Noord-Holland;Bo;nvt;Algemeen bijzonder;41515;0;40;44;45;40;43;39;44;41;1;0;0;0;0;0;0;0;0;0;0;0;0;0;337
20181001;05WI;0;Godelindeschool;1217CN;HILVERSUM;402;Hilversum;Noord-Holland;Bo;nvt;Algemeen bijzonder;96292;0;36;22;32;28;36;26;29;28;2;0;0;0;0;0;0;0;0;0;0;0;0;0;239
20181001;05WJ;0;Flevo school;1272BX;HUIZEN;406;Huizen;Noord-Holland;Bo;nvt;Algemeen bijzonder;96409;0;26;36;36;30;24;27;34;19;3;0;0;0;0;0;0;0;0;0;0;0;0;0;235
20181001;05WK;0;Larense Montessorischool;1251AR;LAREN NH;417;Laren;Noord-Holland;Bo;nvt;Algemeen bijzonder;41376;0;31;35;41;32;27;33;29;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;244
20181001;05WL;0;Chr Basisschool De Arke;9245HK;NIJ BEETS;86;Opsterland;Friesland;Bo;nvt;Protestants-Christelijk;96864;0;10;5;9;8;10;10;15;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;73
20181001;05WM;0;De Kralingsche School;3062EB;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;nvt;Algemeen bijzonder;97137;0;28;20;33;28;39;18;28;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217
20181001;05WN;0;Montessorischool;3062EK;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;nvt;Algemeen bijzonder;41547;0;32;28;26;29;29;31;28;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;233
20181001;05WR;0;Kievietschool;2244AD;WASSENAAR;629;Wassenaar;Zuid-Holland;Bo;nvt;Algemeen bijzonder;31019;0;12;22;18;20;26;25;28;33;2;0;0;0;0;0;0;0;0;0;0;0;0;0;186
20181001;05WS;0;Montessorischool;2242GW;WASSENAAR;629;Wassenaar;Zuid-Holland;Bo;nvt;Algemeen bijzonder;98255;0;16;15;16;22;16;17;14;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;135
20181001;05WT;0;Basisschool Oudendijk;4285WL;WOUDRICHEM;874;Woudrichem;Noord-Brabant;Bo;nvt;Algemeen bijzonder;98398;0;12;18;14;14;12;16;14;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;114
20181001;05WU;0;Zeister Schoolvereeniging;3707CA;ZEIST;355;Zeist;Utrecht;Bo;nvt;Algemeen bijzonder;98463;0;28;28;30;28;34;35;28;31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;244
20181001;05WV;0;Zeister Vrije School;3707GL;ZEIST;355;Zeist;Utrecht;Bo;nvt;Antroposofisch;98489;0;29;29;29;28;29;28;28;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;233
20181001;05WZ;0;PC Sch vr BSO Immanuel;3412KM;LOPIKERKAPEL;331;Lopik;Utrecht;Bo;nvt;Protestants-Christelijk;41439;0;7;5;8;8;7;6;6;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;61
20181001;05XA;0;PI-school PWS Noord;1034JG;AMSTERDAM;363;Amsterdam;Noord-Holland;So;3-apr;Protestants-Christelijk;41448;0;4;7;8;12;9;14;20;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;93
20181001;05XA;1;PI-school Prf Waterink West;1063NN;AMSTERDAM;363;Amsterdam;Noord-Holland;So;3-apr;Protestants-Christelijk;41448;0;14;15;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44
20181001;05XA;3;Professor Waterinkschool;1079LK;AMSTERDAM;363;Amsterdam;Noord-Holland;So;3-apr;Protestants-Christelijk;41448;0;9;19;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
20181001;05XB;0;CBS De Parel;9649HP;MUNTENDAM;1952;Midden-Groningen;Groningen;Bo;nvt;Protestants-Christelijk;41845;0;9;11;24;17;19;14;10;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;116
20181001;05XC;0;Chr Bs De Lindenborgh;9581TV;MUSSELKANAAL;37;Stadskanaal;Groningen;Bo;nvt;Protestants-Christelijk;41358;0;16;13;14;26;14;26;23;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;156
20181001;05XD;0;Basisschool De Wegwijzer;9621AR;SLOCHTEREN;1952;Midden-Groningen;Groningen;Bo;nvt;Protestants-Christelijk;41845;0;5;9;9;8;9;12;10;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;71
20181001;05XE;0;De Noordkaap;9982LK;UITHUIZERMEEDEN;1651;Eemsmond;Groningen;Bo;nvt;Protestants-Christelijk;41261;0;16;16;22;25;22;22;23;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;169
20181001;05XF;0;Basisschool De Zaaier;9541AX;VLAGTWEDDE;1950;Westerwolde;Groningen;Bo;nvt;Protestants-Christelijk;41358;0;25;13;23;22;22;19;19;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;163
20181001;05XH;0;Basisschool De Tarissing;8843KE;SPANNUM;1949;Waadhoeke;Friesland;Bo;nvt;Protestants-Christelijk;42604;0;6;3;1;4;6;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
20181001;05XI;0;Basisschool Paadwizer;8763MS;PARREGA;1900;Sudwest-Fryslan;Friesland;Bo;nvt;Protestants-Christelijk;42604;0;11;12;16;4;8;6;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73
20181001;05XQ;0;School Met De Bijbel;6668AN;RANDWIJK;1734;Overbetuwe;Gelderland;Bo;nvt;Reformatorisch;41827;0;19;14;17;10;10;18;11;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;113
20181001;05XR;0;Basisschool De Terebint;6659BX;WAMEL;668;West Maas en Waal;Gelderland;Bo;nvt;Protestants-Christelijk;41460;0;4;5;3;17;6;14;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;61
20181001;05XW;0;Obs Bredeschool De Springplank;8141ET;HEINO;177;Raalte;Overijssel;Bo;nvt;Openbaar;41491;0;32;26;26;33;16;20;31;21;5;0;0;0;0;0;0;0;0;0;0;0;0;0;210
20181001;05XX;0;Openbare Basisschool;7255XT;HENGELO GLD;1876;Bronckhorst;Gelderland;Bo;nvt;Openbaar;41371;0;13;7;13;10;12;13;10;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90
20181001;05XZ;0;Basisschool De Vlieten;2678PB;DE LIER;1783;Westland;Zuid-Holland;Bo;nvt;Openbaar;41455;0;19;23;26;30;24;21;33;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;200
20181001;05YA;0;WereldKidz Kievit;3738EB;MAARTENSDIJK;310;De Bilt;Utrecht;Bo;nvt;Openbaar;41496;0;9;4;10;11;6;5;12;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;68
20181001;05YC;0;Basisschool De Brink;6043SG;ROERMOND;957;Roermond;Limburg;Bo;nvt;Openbaar;41692;0;25;53;51;47;61;51;41;36;12;0;0;0;0;0;0;0;0;0;0;0;0;0;377
20181001;05YD;0;OBS K Zwartschool;7261GH;RUURLO;1859;Berkelland;Gelderland;Bo;nvt;Openbaar;41413;0;26;31;33;30;47;33;40;39;3;0;0;0;0;0;0;0;0;0;0;0;0;0;282
20181001;05YE;0;OBS Het Bolwerk;2172HD;SASSENHEIM;1525;Teylingen;Zuid-Holland;Bo;nvt;Openbaar;41362;0;33;36;25;40;22;27;29;38;3;0;0;0;0;0;0;0;0;0;0;0;0;0;253
20181001;05YK;0;Christelijke Basisschool;5314AT;BRUCHEM;297;Zaltbommel;Gelderland;Bo;nvt;Protestants-Christelijk;42658;0;21;23;18;26;23;31;22;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;183
20181001;05YL;0;Basisschool De Paadwizer;8434NN;WASKEMEER;85;Ooststellingwerf;Friesland;Bo;nvt;Protestants-Christelijk;41282;0;8;7;8;5;6;4;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
20181001;05YM;0;SSBO De Koppeling;3086BJ;ROTTERDAM;599;Rotterdam;Zuid-Holland;Sbo;nvt;Protestants-Christelijk;47595;0;0;1;0;13;22;27;18;24;9;1;0;0;0;0;0;0;0;0;0;0;0;0;115
20181001;05YQ;0;Basisschool De Regenboog;4671ES;DINTELOORD;851;Steenbergen;Noord-Brabant;Bo;nvt;Openbaar;41778;0;6;6;2;7;5;9;11;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57
20181001;05YR;0;Basisschool De Mieden;9651AP;MEEDEN;1952;Midden-Groningen;Groningen;Bo;nvt;Openbaar;41780;0;9;19;7;13;8;9;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77
20181001;05YS;0;Basisschool 'T Smelleken;5554JM;VALKENSWAARD;858;Valkenswaard;Noord-Brabant;Bo;nvt;Openbaar;41662;0;47;44;43;45;48;47;42;35;7;0;0;0;0;0;0;0;0;0;0;0;0;0;358
20181001;05YT;0;Basisschool Berg;6325CN;BERG EN TERBLIJT;994;Valkenburg aan de Geul;Limburg;Bo;nvt;Openbaar;42669;0;23;24;34;34;38;36;31;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;247
20181001;05YW;0;RK Basisschool Den Dijk;5409AD;ODILIAPEEL;856;Uden;Noord-Brabant;Bo;nvt;Rooms-Katholiek;32177;0;15;24;12;14;22;25;21;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;146
20181001;05YX;0;Parkschool voor ZMOK;2406JD;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;5;15;31;33;27;11;1;0;0;0;0;0;0;0;123
20181001;05YX;2;Kesper College;2806HM;GOUDA;513;Gouda;Zuid-Holland;So;3-apr;Algemeen bijzonder;62077;0;0;3;5;12;13;10;10;5;7;7;0;0;0;0;0;0;0;0;0;0;0;0;72
20181001;05YX;2;Kesper College;2806HM;GOUDA;513;Gouda;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;12;14;23;52;34;24;13;4;1;0;0;0;0;0;177
20181001;05YX;3;Parkschool voor ZMOK;3317JM;DORDRECHT;505;Dordrecht;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;0;0;0;0;0;0;0;0;8
20181001;05YX;10;Hestia College;3061DG;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;4
20181001;05YX;12;Schakenbosch College;2263SZ;LEIDSCHENDAM;1916;Leidschendam-Voorburg;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;0;0;0;0;0;0;5
20181001;05YX;13;Schakenbosch College;2263SZ;LEIDSCHENDAM;1916;Leidschendam-Voorburg;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;2;1;4;13;10;14;7;0;0;0;0;0;0;0;51
20181001;05YX;14;Vaart College;2171LB;SASSENHEIM;1525;Teylingen;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;1;0;2;6;2;0;0;0;0;0;0;0;0;11
20181001;05YX;15;Parkschool voor ZMOK;2402NM;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;So;3-apr;Algemeen bijzonder;62077;1;3;7;0;3;0;1;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;25
20181001;05YX;17;Midgaard College;2553RM;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;6;5;11;12;8;3;0;0;0;0;0;0;0;45
20181001;05YX;18;School 2 Care;2531SX;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;4
20181001;05YX;19;Rijnhove;2406JD;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;1;0;4;3;0;0;0;0;0;0;0;0;0;8
20181001;05YX;20;School2Care de Vliet;3191VZ;HOOGVLIET ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;3-apr;Algemeen bijzonder;62077;0;0;0;0;0;0;0;0;0;0;0;1;3;4;1;0;0;0;0;0;0;0;0;9
20181001;05ZE;0;Basisschool Den Velde;7786BH;DEN VELDE;160;Hardenberg;Overijssel;Bo;nvt;Openbaar;41630;0;5;5;3;10;4;3;8;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;43
20181001;05ZF;0;De Tweemaster;2161KL;LISSE;553;Lisse;Zuid-Holland;Bo;nvt;Openbaar;41362;0;37;36;36;47;50;51;61;46;2;1;0;0;0;0;0;0;0;0;0;0;0;0;367
20181001;05ZG;0;Basisschool 'T Ravelijn;5371BB;RAVENSTEIN;828;Oss;Noord-Brabant;Bo;nvt;Openbaar;75388;0;18;9;14;9;16;8;19;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;106
20181001;05ZH;0;Basissch De Berkenhorst;7951JS;STAPHORST;180;Staphorst;Overijssel;Bo;nvt;Openbaar;41629;0;5;6;9;8;8;12;9;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;73
20181001;05ZI;0;BS de Speelwagen;1687RA;WOGNUM;420;Medemblik;Noord-Holland;Bo;nvt;Openbaar;41421;0;28;13;36;27;24;19;27;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;191
20181001;05ZN;0;SSBO Het Kompas;2135HA;HOOFDDORP;394;Haarlemmermeer;Noord-Holland;Sbo;nvt;Algemeen bijzonder;41008;0;1;2;6;6;18;24;27;26;9;0;0;0;0;0;0;0;0;0;0;0;0;0;119
20181001;05ZQ;0;De Lispeltuut;4356BG;OOSTKAPELLE;717;Veere;Zeeland;Bo;nvt;Openbaar;42610;0;11;13;10;10;7;8;9;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;76
20181001;05ZR;0;De Appelhof;6652BE;DRUTEN;225;Druten;Gelderland;Bo;nvt;Openbaar;41340;0;38;39;39;40;41;39;53;33;7;0;0;0;0;0;0;0;0;0;0;0;0;0;329
20181001;05ZS;0;Basisschool De Zuidwend;3755BG;EEMNES;317;Eemnes;Utrecht;Bo;nvt;Openbaar;41376;0;29;16;29;23;25;31;30;24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;209
20181001;05ZT;0;Basisschool De Tichelaar;6691CJ;GENDT;1705;Lingewaard;Gelderland;Bo;nvt;Openbaar;41013;0;24;18;34;28;31;32;29;30;5;0;0;0;0;0;0;0;0;0;0;0;0;0;231
20181001;05ZU;0;Basissch De Samensprong;5971AN;GRUBBENVORST;1507;Horst aan de Maas;Limburg;Bo;nvt;Openbaar;41398;0;12;19;10;20;10;15;18;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;124
20181001;05ZW;0;WereldKidz Meander;3956EW;LEERSUM;1581;Utrechtse Heuvelrug;Utrecht;Bo;nvt;Openbaar;41496;0;21;25;16;23;18;24;25;22;7;2;0;0;0;0;0;0;0;0;0;0;0;0;183
20181001;05ZX;0;De Regenboog;5694SC;SON EN BREUGEL;848;Son en Breugel;Noord-Brabant;Bo;nvt;Openbaar;41860;0;13;12;9;20;16;11;16;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;112
