PEILDATUM;INSTELLINGSCODE;VESTIGINGSCODE;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;CLUSTER;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEEFTIJD_JONGER;LEEFTIJD_4;LEEFTIJD_5;LEEFTIJD_6;LEEFTIJD_7;LEEFTIJD_8;LEEFTIJD_9;LEEFTIJD_10;LEEFTIJD_11;LEEFTIJD_12;LEEFTIJD_13;LEEFTIJD_14;LEEFTIJD_15;LEEFTIJD_16;LEEFTIJD_17;LEEFTIJD_18;LEEFTIJD_19;LEEFTIJD_20;LEEFTIJD_21;LEEFTIJD_22;LEEFTIJD_23;LEEFTIJD_24;LEEFTIJD_OUDER;TOTAAL
20221001;12HQ;00;Schatkaart;2641AZ;PIJNACKER;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;nvt;Protestants-Christelijk;78782;0;18;19;18;11;7;14;8;11;4;1;0;0;0;0;0;0;0;0;0;0;0;0;111
20221001;12HS;00;IKC Oudkarspel;1724NZ;OUDKARSPEL;1980;Dijk en Waard;Noord-Holland;Bo;nvt;Rooms-Katholiek;41364;0;33;32;25;27;34;30;37;26;4;1;1;0;0;0;0;0;0;0;0;0;0;0;250
20221001;12HY;00;Bs Pr Willem Alexander;9463PA;EEXT;1680;Aa en Hunze;Drenthe;Bo;nvt;Openbaar;41899;0;12;10;10;9;11;13;7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;78
20221001;12HZ;00;O.D.S. Engelenberg;8266AC;KAMPEN; 166;Kampen;Overijssel;Bo;nvt;Openbaar;41871;0;31;25;40;30;31;31;39;40;5;0;0;0;0;0;0;0;0;0;0;0;0;0;272
20221001;12IC;00;Obs Toermalijn;1422WX;UITHOORN; 451;Uithoorn;Noord-Holland;Bo;nvt;Openbaar;41544;0;28;20;24;29;14;23;25;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;185
20221001;12ID;00;Basisschool de Dolfijn;3333VE;ZWIJNDRECHT; 642;Zwijndrecht;Zuid-Holland;Bo;nvt;Openbaar;42709;0;45;57;50;47;45;44;38;36;6;1;0;0;0;0;0;0;0;0;0;0;0;0;369
20221001;12IF;00;Obs het Kompas;1946AZ;BEVERWIJK; 375;Beverwijk;Noord-Holland;Bo;nvt;Openbaar;41375;0;43;42;51;46;55;43;45;37;7;0;0;0;0;0;0;0;0;0;0;0;0;0;369
20221001;12IS;00;De Balkwar;9288AB;KOOTSTERTILLE;  59;Achtkarspelen;Friesland;Bo;nvt;Openbaar;41492;0;4;13;13;5;13;16;10;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;92
20221001;12IT;00;Omnis school de Reiger;4451AK;HEINKENSZAND; 654;Borsele;Zeeland;Bo;nvt;Openbaar;42634;0;7;12;12;16;5;11;15;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;90
20221001;12IT;02;Omnis school 't Opstapje;4438AJ;DRIEWEGEN; 654;Borsele;Zeeland;Bo;nvt;Openbaar;42634;0;1;2;3;1;2;7;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23
20221001;12IW;00;WereldKidz Montessori Zeist;3705XL;ZEIST; 355;Zeist;Utrecht;Bo;nvt;Openbaar;41496;0;73;77;74;75;73;76;72;54;7;0;0;0;0;0;0;0;0;0;0;0;0;0;581
20221001;12IX;00;OBS De Schatkamer;8256BK;BIDDINGHUIZEN; 303;Dronten;Flevoland;Bo;nvt;Openbaar;41813;0;14;12;16;16;15;12;16;15;4;1;0;0;0;0;0;0;0;0;0;0;0;0;121
20221001;12IY;00;BS De Klimroos;4413AG;KRABBENDIJKE; 703;Reimerswaal;Zeeland;Bo;nvt;Openbaar;41778;0;9;6;4;7;8;9;12;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;66
20221001;12JD;00;Kindcentrum Kleurrijk;7423DS;DEVENTER; 150;Deventer;Overijssel;Bo;nvt;Rooms-Katholiek;23128;0;17;13;17;23;26;18;25;23;5;0;0;0;0;0;0;0;0;0;0;0;0;0;167
20221001;12JI;00;Kath Basisschool Het Spectrum;2403HN;ALPHEN AAN DEN RIJN; 484;Alphen aan den Rijn;Zuid-Holland;Bo;nvt;Rooms-Katholiek;28601;0;40;43;42;42;38;65;51;42;12;0;0;0;0;0;0;0;0;0;0;0;0;0;375
20221001;12JJ;00;Basisschool de Lanteerne;6543KR;NIJMEGEN; 268;Nijmegen;Gelderland;Bo;nvt;Rooms-Katholiek;29810;0;91;78;86;77;66;86;79;67;11;0;0;0;0;0;0;0;0;0;0;0;0;0;641
20221001;12JK;00;Chr Basisschool Holk;3863EN;NIJKERK GLD; 267;Nijkerk;Gelderland;Bo;nvt;Protestants-Christelijk;41337;0;58;52;45;41;41;40;23;29;6;0;0;0;0;0;0;0;0;0;0;0;0;0;335
20221001;12JL;00;CNS Basissch J.C. vd Wal;3607NZ;MAARSSEN;1904;Stichtse Vecht;Utrecht;Bo;nvt;Protestants-Christelijk;41138;0;24;25;26;23;27;25;36;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;208
20221001;12JQ;00;Groen van Prinsterer;2275EK;VOORBURG;1916;Leidschendam-Voorburg;Zuid-Holland;Bo;nvt;Protestants-Christelijk;20281;0;47;43;40;48;40;43;41;39;6;0;0;0;0;0;0;0;0;0;0;0;0;0;347
20221001;12JS;00;BS De Sprongh;5491XP;SINT-OEDENRODE;1948;Meierijstad;Noord-Brabant;Bo;nvt;Rooms-Katholiek;73712;0;12;8;11;10;6;10;13;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
20221001;12JT;00;Het Startpunt;6713BT;EDE GLD; 228;Ede;Gelderland;Bo;nvt;Protestants-Christelijk;42587;0;29;24;30;24;19;26;16;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;187
20221001;12JU;00;Prins Floris;3355AJ;PAPENDRECHT; 590;Papendrecht;Zuid-Holland;Bo;nvt;Protestants-Christelijk;43928;0;40;42;46;54;56;53;69;52;14;0;0;0;0;0;0;0;0;0;0;0;0;0;426
20221001;12JW;00;PC Bs de Rank;3202JG;SPIJKENISSE;1930;Nissewaard;Zuid-Holland;Bo;nvt;Protestants-Christelijk;45917;0;52;66;51;59;56;51;66;60;9;0;0;0;0;0;0;0;0;0;0;0;0;0;470
20221001;12JX;00;KBS Don Bosco;3317LE;DORDRECHT; 505;Dordrecht;Zuid-Holland;Bo;nvt;Rooms-Katholiek;41518;0;44;39;36;31;29;35;30;27;8;0;0;0;0;0;0;0;0;0;0;0;0;0;279
20221001;12JY;00;Basisschool Het Kleurrijk;6531CS;NIJMEGEN; 268;Nijmegen;Gelderland;Bo;nvt;Rooms-Katholiek;47100;0;31;30;26;25;29;24;26;20;9;0;0;0;0;0;0;0;0;0;0;0;0;0;220
20221001;12KB;00;Het Kristal;3328KS;DORDRECHT; 505;Dordrecht;Zuid-Holland;Bo;nvt;Protestants-Christelijk;30582;0;25;44;42;47;45;38;53;42;4;0;0;0;0;0;0;0;0;0;0;0;0;0;340
20221001;12KD;00;Bs De WereldSter;6231HG;MEERSSEN; 938;Meerssen;Limburg;Bo;nvt;Rooms-Katholiek;41506;0;36;41;36;52;46;31;48;30;4;0;0;0;0;0;0;0;0;0;0;0;0;0;324
20221001;12KE;00;Montessori BS De Pas;7001GL;DOETINCHEM; 222;Doetinchem;Gelderland;Bo;nvt;Rooms-Katholiek;50844;0;40;37;42;36;34;27;25;19;6;0;0;0;0;0;0;0;0;0;0;0;0;0;266
20221001;12KG;00;CBS De Lichtboei;8303KN;EMMELOORD; 171;Noordoostpolder;Flevoland;Bo;nvt;Protestants-Christelijk;40662;0;45;19;37;30;39;29;44;22;6;0;0;0;0;0;0;0;0;0;0;0;0;0;271
20221001;12KH;00;Basisschool C. Zeeman;8321ZE;URK; 184;Urk;Flevoland;Bo;nvt;Protestants-Christelijk;53015;0;42;29;49;34;26;35;32;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;270
20221001;12KJ;00;Basisschool de Hofstee;1788VA;JULIANADORP; 400;Den Helder;Noord-Holland;Bo;nvt;Rooms-Katholiek;55238;0;23;16;27;19;27;25;29;27;5;1;0;0;0;0;0;0;0;0;0;0;0;0;199
20221001;12KM;00;Basisschool De Tweeklank;7611BE;AADORP; 141;Almelo;Overijssel;Bo;nvt;Protestants-Christelijk;61751;0;12;19;9;17;13;17;13;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;116
20221001;12KO;00;De Tweeklank;3434HA;NIEUWEGEIN; 356;Nieuwegein;Utrecht;Bo;nvt;Rooms-Katholiek;77975;0;33;35;31;29;24;25;24;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;215
20221001;12KS;00;De Aventurijn;5345TA;OSS; 828;Oss;Noord-Brabant;Bo;nvt;Rooms-Katholiek;75388;0;44;64;55;55;69;61;54;52;11;1;0;0;0;0;0;0;0;0;0;0;0;0;466
20221001;12KT;00;Basisschool Klim Op;1444HV;PURMEREND; 439;Purmerend;Noord-Holland;Bo;nvt;Samenwerking PC, RK;41012;0;67;45;47;43;50;51;60;52;4;0;0;0;0;0;0;0;0;0;0;0;0;0;419
20221001;12KU;00;Kwikstaart;1422WX;UITHOORN; 451;Uithoorn;Noord-Holland;Bo;nvt;Rooms-Katholiek;40581;0;93;83;101;71;88;86;81;67;6;0;0;0;0;0;0;0;0;0;0;0;0;0;676
20221001;12KZ;00;De Meer;2037LA;HAARLEM; 392;Haarlem;Noord-Holland;Bo;nvt;Protestants-Christelijk;85255;0;36;28;38;41;35;30;29;31;4;0;0;0;0;0;0;0;0;0;0;0;0;0;272
20221001;12LB;00;PCBS Beatrixschool;1272BP;HUIZEN; 406;Huizen;Noord-Holland;Bo;nvt;Protestants-Christelijk;41293;0;24;30;18;24;22;27;22;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;188
20221001;12LD;00;Ichthus;3882CG;PUTTEN; 273;Putten;Gelderland;Bo;nvt;Protestants-Christelijk;40862;0;12;19;13;16;22;14;13;19;8;1;0;0;0;0;0;0;0;0;0;0;0;0;137
20221001;12LF;00;ATO-kindcentrum a/d Oosterplas;5215CK;'S-HERTOGENBOSCH; 796;'s-Hertogenbosch;Noord-Brabant;Bo;nvt;Algemeen bijzonder;41672;0;34;30;47;23;40;40;31;46;1;0;0;0;0;0;0;0;0;0;0;0;0;0;292
20221001;12LG;00;Oranje Nassau;1032JR;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;nvt;Protestants-Christelijk;81316;0;25;25;27;23;31;33;32;24;6;0;0;0;0;0;0;0;0;0;0;0;0;0;226
20221001;12LH;00;Clausschool;8332CZ;STEENWIJK;1708;Steenwijkerland;Overijssel;Bo;nvt;Protestants-Christelijk;41270;0;21;38;35;29;45;28;26;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;246
20221001;12LJ;00;Obs de Regenboog;3781GG;VOORTHUIZEN; 203;Barneveld;Gelderland;Bo;nvt;Openbaar;41481;0;9;10;11;11;10;8;13;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;91
20221001;12LL;00;Beatrixsch;7217SZ;HARFSEN; 262;Lochem;Gelderland;Bo;nvt;Openbaar;42561;0;12;8;15;15;17;16;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98
20221001;12LM;00;Horsthoekschool;8181RE;HEERDE; 246;Heerde;Gelderland;Bo;nvt;Openbaar;41345;0;5;13;11;9;13;10;12;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92
20221001;12LO;00;Opb Basissch de Klimop;9563RE;TER APELKANAAL;1950;Westerwolde;Groningen;Bo;nvt;Openbaar;10925;0;5;6;2;1;2;2;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
20221001;12LQ;00;De Phoenix;1721HJ;BROEK OP LANGEDIJK;1980;Dijk en Waard;Noord-Holland;Bo;nvt;Openbaar;41364;0;58;69;66;92;85;77;87;52;8;0;0;0;0;0;0;0;0;0;0;0;0;0;594
20221001;12LT;00;Opb Bs Rhoon;3161LG;RHOON; 613;Albrandswaard;Zuid-Holland;Bo;nvt;Openbaar;41456;0;41;52;56;59;64;57;74;53;9;0;0;0;0;0;0;0;0;0;0;0;0;0;465
20221001;12LU;00;o.b.s. De Meander;9531CH;BORGER;1681;Borger-Odoorn;Drenthe;Bo;nvt;Openbaar;42554;0;29;32;26;32;26;30;30;40;3;1;0;0;0;0;0;0;0;0;0;0;0;0;249
20221001;12LV;00;Basisschool Het Noorderlicht;4827CN;BREDA; 758;Breda;Noord-Brabant;Bo;nvt;Openbaar;41869;0;27;27;20;21;20;19;32;28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;195
20221001;12LX;00;De Kameleon;7482TW;HAAKSBERGEN; 158;Haaksbergen;Overijssel;Bo;nvt;Openbaar;25351;0;26;27;26;13;21;25;20;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;173
20221001;12LZ;00;obs Het Palet Ommen;7731HJ;OMMEN; 175;Ommen;Overijssel;Bo;nvt;Openbaar;42623;0;20;25;26;23;19;23;17;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;163
20221001;12ME;00;Quintusschool;9756BB;GLIMMEN;  14;Groningen;Groningen;Bo;nvt;Openbaar;41851;0;15;16;11;18;14;15;13;19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;123
20221001;12MF;00;Basisschool de Heerd;3831MN;LEUSDEN; 327;Leusden;Utrecht;Bo;nvt;Openbaar;41886;0;23;19;21;18;17;15;26;15;7;1;0;0;0;0;0;0;0;0;0;0;0;0;162
20221001;12MN;00;Basisschool de Blieken;3286VR;KLAASWAAL;1963;Hoeksche Waard;Zuid-Holland;Bo;nvt;Openbaar;41444;0;14;10;19;24;21;15;11;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;127
20221001;12MP;00;OBS Kiezel en Kei;7271HB;BORCULO;1859;Berkelland;Gelderland;Bo;nvt;Openbaar;41413;0;4;1;7;6;8;3;13;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52
20221001;12MQ;00;Obs Het Driespan;1602LR;ENKHUIZEN; 388;Enkhuizen;Noord-Holland;Bo;nvt;Openbaar;13662;0;64;48;46;47;52;51;53;39;3;0;0;0;0;0;0;0;0;0;0;0;0;0;403
20221001;12MR;00;De Hobbit;2353WB;LEIDERDORP; 547;Leiderdorp;Zuid-Holland;Bo;nvt;Openbaar;42504;0;52;60;57;64;46;66;60;55;25;2;0;0;0;0;0;0;0;0;0;0;0;0;487
20221001;12MS;00;De Keerkring;1741WK;SCHAGEN; 441;Schagen;Noord-Holland;Bo;nvt;Openbaar;41438;0;12;13;14;21;11;18;17;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;126
20221001;12MT;00;Obs De Sleutel;5011EC;TILBURG; 855;Tilburg;Noord-Brabant;Bo;nvt;Openbaar;41611;0;21;26;22;25;25;25;20;23;12;1;0;0;0;0;0;0;0;0;0;0;0;0;200
20221001;12MU;00;OBS de Voorpoort;8325AZ;VOLLENHOVE;1708;Steenwijkerland;Overijssel;Bo;nvt;Openbaar;41816;0;7;8;4;3;6;9;4;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;47
20221001;12MY;00;OBS De Hasselbraam;9351XZ;LEEK;1969;Westerkwartier;Groningen;Bo;nvt;Openbaar;41571;0;26;31;24;20;10;12;18;21;2;0;0;0;0;0;0;0;0;0;0;0;0;0;164
20221001;12MZ;00;Basissch Twa Yn Ien;8539SX;ECHTENERBRUG;1940;De Fryske Marren;Friesland;Bo;nvt;Openbaar;41856;0;2;2;2;4;3;2;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
20221001;12NE;00;Basisschool den Biekurf;4269VA;BABYLONIENBROEK;1959;Altena;Noord-Brabant;Bo;nvt;Openbaar;41878;0;4;4;4;7;4;6;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
20221001;12NF;00;Het Kofschip;6903DK;ZEVENAAR; 299;Zevenaar;Gelderland;Bo;nvt;Openbaar;77235;0;22;23;25;24;36;17;24;26;6;0;0;0;0;0;0;0;0;0;0;0;0;0;203
20221001;12NG;00;De Eendragt;3284XD;ZUID-BEIJERLAND;1963;Hoeksche Waard;Zuid-Holland;Bo;nvt;Openbaar;41444;0;2;17;11;17;10;14;13;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;97
20221001;12NI;00;Kindcentrum De Vossestaart;6964AB;HALL; 213;Brummen;Gelderland;Bo;nvt;Openbaar;41566;0;1;9;6;5;8;9;10;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;59
20221001;12NK;00;Obs de Hietweide;7391BW;TWELLO; 285;Voorst;Gelderland;Bo;nvt;Openbaar;41566;0;13;11;23;17;17;11;25;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;129
20221001;12NL;00;OBS De Aventurijn;8485JJ;MUNNEKEBUREN;  98;Weststellingwerf;Friesland;Bo;nvt;Openbaar;41631;0;18;14;16;10;19;11;10;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;109
20221001;12NN;00;Obs De Bosrand;3233AS;OOSTVOORNE; 614;Westvoorne;Zuid-Holland;Bo;nvt;Openbaar;41570;0;13;15;19;12;20;23;17;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;140
20221001;12NO;00;Opb Dalton Bs de Tandem;2264KW;LEIDSCHENDAM;1916;Leidschendam-Voorburg;Zuid-Holland;Bo;nvt;Openbaar;41447;0;26;28;31;27;39;37;28;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;238
20221001;12NS;00;Obs de Plaats;1657LD;ABBEKERK; 420;Medemblik;Noord-Holland;Bo;nvt;Openbaar;41421;0;12;17;19;13;18;21;16;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127
20221001;12NS;01;Obs de Vijzel;1691EJ;HAUWERT; 420;Medemblik;Noord-Holland;Bo;nvt;Openbaar;41421;0;4;6;6;8;6;14;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63
20221001;12NT;00;Burgerschool;9101VR;DOKKUM;1970;Noardeast-Frysl‘n;Friesland;Bo;nvt;Openbaar;41492;0;14;34;24;35;26;36;33;38;4;0;0;0;0;0;0;0;0;0;0;0;0;0;244
20221001;12NU;00;IKC de Stek;4185NA;EST;1960;West Betuwe;Gelderland;Bo;nvt;Openbaar;41561;0;1;6;3;2;5;7;4;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34
20221001;12NX;00;Basisschool Hagen;7009CZ;DOETINCHEM; 222;Doetinchem;Gelderland;Bo;nvt;Openbaar;41371;0;11;14;25;16;19;19;21;26;3;2;0;0;0;0;0;0;0;0;0;0;0;0;156
20221001;12OC;00;IKC Meester Siebering;7938PS;NIEUW-BALINGE;1731;Midden-Drenthe;Drenthe;Bo;nvt;Openbaar;41812;0;6;6;7;8;6;6;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;50
20221001;12OF;00;Bs Wonderwijs;6433CC;HOENSBROEK; 917;Heerlen;Limburg;Bo;nvt;Protestants-Christelijk;41516;0;43;52;42;38;31;41;39;44;11;0;0;0;0;0;0;0;0;0;0;0;0;0;341
20221001;12OK;00;Prinses Margrietschool;3436GB;NIEUWEGEIN; 356;Nieuwegein;Utrecht;Bo;nvt;Protestants-Christelijk;41528;0;46;37;41;42;53;41;57;27;8;0;0;0;0;0;0;0;0;0;0;0;0;0;352
20221001;12ON;00;Nautilus;1058VC;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;nvt;Protestants-Christelijk;81316;0;35;37;37;28;31;16;33;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;240
20221001;12OQ;00;RK Basisschool Open Hof;5052BL;GOIRLE; 785;Goirle;Noord-Brabant;Bo;nvt;Rooms-Katholiek;31267;0;30;28;30;25;30;32;29;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;219
20221001;12OR;00;Kindcentrum De Scharmhof;9407EA;ASSEN; 106;Assen;Drenthe;Bo;nvt;Protestants-Christelijk;32073;0;36;30;25;32;36;34;38;41;5;0;0;0;0;0;0;0;0;0;0;0;0;0;277
20221001;12OS;00;Bs  de Palster;5403XC;UDEN;1991;Maashorst;Noord-Brabant;Bo;nvt;Rooms-Katholiek;32177;0;10;9;15;13;18;17;13;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;119
20221001;12OT;00;KC Berglaren;5421HW;GEMERT;1652;Gemert-Bakel;Noord-Brabant;Bo;nvt;Rooms-Katholiek;32580;0;26;27;27;28;33;36;40;38;6;1;0;0;0;0;0;0;0;0;0;0;0;0;262
20221001;12OX;00;RK Bs de Scheperstee;7232CT;WARNSVELD; 301;Zutphen;Gelderland;Bo;nvt;Rooms-Katholiek;42616;0;8;8;9;12;14;10;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
20221001;12OY;00;Basissch De Viersprong;6602GM;WIJCHEN; 296;Wijchen;Gelderland;Bo;nvt;Rooms-Katholiek;38001;0;27;28;35;37;24;30;41;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;244
20221001;12OZ;00;De Kardoen;7731VW;OMMEN; 175;Ommen;Overijssel;Bo;nvt;Protestants-Christelijk;42744;0;27;35;25;29;36;30;34;24;3;0;0;0;0;0;0;0;0;0;0;0;0;0;243
20221001;12PA;00;Cbs TOV;2742MG;WADDINXVEEN; 627;Waddinxveen;Zuid-Holland;Bo;nvt;Protestants-Christelijk;82785;0;63;48;44;45;24;32;38;29;4;0;0;0;0;0;0;0;0;0;0;0;0;0;327
20221001;12PC;00;Basisschool De Regenboog;5482BJ;SCHIJNDEL;1948;Meierijstad;Noord-Brabant;Bo;nvt;Rooms-Katholiek;40874;0;70;56;62;68;71;54;62;54;1;0;0;0;0;0;0;0;0;0;0;0;0;0;498
20221001;12PF;00;Oec Bs Dd Hoeksteen;3086HH;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;nvt;Protestants-Christelijk;47595;0;30;41;46;39;41;32;31;42;9;0;0;0;0;0;0;0;0;0;0;0;0;0;311
20221001;12PG;00;Dominee Fortgensschool;2253BE;VOORSCHOTEN; 626;Voorschoten;Zuid-Holland;Bo;nvt;Protestants-Christelijk;40540;0;29;30;31;25;38;31;31;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;241
20221001;12PH;00;Chr. KC De Tweestroom;3341GG;HENDRIK-IDO-AMBACHT; 531;Hendrik-Ido-Ambacht;Zuid-Holland;Bo;nvt;Protestants-Christelijk;80433;0;27;33;26;32;31;22;25;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;217
20221001;12PI;00;Chr Bs de Duinroos;2224XA;KATWIJK ZH; 537;Katwijk;Zuid-Holland;Bo;nvt;Protestants-Christelijk;40508;0;51;40;42;50;65;61;61;56;5;1;0;0;0;0;0;0;0;0;0;0;0;0;432
20221001;12PJ;00;CBS de Windroos;9801GK;ZUIDHORN;1969;Westerkwartier;Groningen;Bo;nvt;Protestants-Christelijk;41571;0;24;27;28;26;30;28;24;24;3;0;0;0;0;0;0;0;0;0;0;0;0;0;214
20221001;12PK;00;Chr Bs de Regenboog;9101DR;DOKKUM;1970;Noardeast-Frysl‘n;Friesland;Bo;nvt;Protestants-Christelijk;40788;0;12;18;12;14;14;17;26;26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;140
20221001;12PL;00;De Groen;7701AT;DEDEMSVAART; 160;Hardenberg;Overijssel;Bo;nvt;Protestants-Christelijk;40946;0;17;25;19;15;20;23;18;24;5;0;0;0;0;0;0;0;0;0;0;0;0;0;166
20221001;12PM;00;Basisschool De Ark;1354EV;ALMERE;  34;Almere;Flevoland;Bo;nvt;Protestants-Christelijk;40114;0;23;14;22;24;19;21;29;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;169
20221001;12PU;00;Daltonschool De Vindplaats;4721AC;SCHIJF; 840;Rucphen;Noord-Brabant;Bo;nvt;Rooms-Katholiek;31017;0;9;13;17;15;14;13;24;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;113
20221001;12PV;00;Basisschool Bosdael;5953DM;REUVER; 889;Beesel;Limburg;Bo;nvt;Rooms-Katholiek;75597;0;41;29;38;47;30;49;33;35;7;1;0;0;0;0;0;0;0;0;0;0;0;0;310
20221001;12PX;00;Bs De Krabbenkooi;4611KS;BERGEN OP ZOOM; 748;Bergen op Zoom;Noord-Brabant;Bo;nvt;Algemeen bijzonder;40980;0;23;29;25;26;31;24;29;35;9;0;0;0;0;0;0;0;0;0;0;0;0;0;231
20221001;12PY;00;Basissch Mikado;5922BL;VENLO; 983;Venlo;Limburg;Bo;nvt;Rooms-Katholiek;75597;0;36;30;32;23;30;36;37;33;8;0;0;0;0;0;0;0;0;0;0;0;0;0;265
20221001;12QA;00;Basisschool Laetare;8223ZR;LELYSTAD; 995;Lelystad;Flevoland;Bo;nvt;Rooms-Katholiek;40950;0;22;18;19;13;23;15;21;16;9;0;0;0;0;0;0;0;0;0;0;0;0;0;156
20221001;12QB;00;V S O  De Heldring;1063EW;AMSTERDAM; 363;Amsterdam;Noord-Holland;Vso;  3;Algemeen bijzonder;77690;0;0;0;0;0;0;0;0;1;10;19;24;24;26;30;21;15;12;2;0;0;0;0;184
20221001;12QB;02;SO Heldring;1032LH;AMSTERDAM; 363;Amsterdam;Noord-Holland;So;  3;Algemeen bijzonder;77690;0;3;7;5;15;19;11;8;19;5;1;0;0;0;0;0;0;0;0;0;0;0;0;93
20221001;12QC;00;IKC Johan Willem Friso;8932HN;LEEUWARDEN;  80;Leeuwarden;Friesland;Bo;nvt;Protestants-Christelijk;41419;0;47;48;57;50;46;54;59;38;2;1;0;0;0;0;0;0;0;0;0;0;0;0;402
20221001;12QD;00;De Wijngaard;3941LL;DOORN;1581;Utrechtse Heuvelrug;Utrecht;Bo;nvt;Protestants-Christelijk;41483;0;16;20;10;19;16;8;9;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;119
20221001;12QF;00;Basisschool De Wegwijzer;1775AX;MIDDENMEER;1911;Hollands Kroon;Noord-Holland;Bo;nvt;Protestants-Christelijk;79874;0;10;9;11;10;13;12;14;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;98
20221001;12QH;00;Basisschool De Fontein;3641KN;MIJDRECHT; 736;De Ronde Venen;Utrecht;Bo;nvt;Protestants-Christelijk;41138;0;20;40;29;45;28;19;35;34;2;0;0;0;0;0;0;0;0;0;0;0;0;0;252
20221001;12QI;00;Basisschool het Kompas;1972RR;IJMUIDEN; 453;Velsen;Noord-Holland;Bo;nvt;Protestants-Christelijk;40257;0;72;88;69;64;76;58;58;49;11;1;0;0;0;0;0;0;0;0;0;0;0;0;546
20221001;12QK;00;RK Basissch Panta Rhei;1316KX;ALMERE;  34;Almere;Flevoland;Bo;nvt;Rooms-Katholiek;40950;0;29;29;27;28;33;24;30;23;4;0;0;0;0;0;0;0;0;0;0;0;0;0;227
20221001;12QN;00;De Parkschool;6141AZ;LIMBRICHT;1883;Sittard-Geleen;Limburg;So;  3;Rooms-Katholiek;83280;0;0;8;11;11;16;18;15;17;8;4;0;0;0;0;0;0;0;0;0;0;0;0;108
20221001;12QN;00;De Parkschool;6141AZ;LIMBRICHT;1883;Sittard-Geleen;Limburg;Vso;  3;Rooms-Katholiek;83280;0;0;0;0;0;0;0;0;0;1;9;13;12;27;20;8;0;0;0;0;0;0;0;90
20221001;12QO;00;IKC Juliana;3771KA;BARNEVELD; 203;Barneveld;Gelderland;Bo;nvt;Protestants-Christelijk;83579;0;23;32;36;36;40;28;27;24;3;0;0;0;0;0;0;0;0;0;0;0;0;0;249
