PEILDATUM;INSTELLINGSCODE;VESTIGINGSCODE;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;CLUSTER;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LEEFTIJD_JONGER;LEEFTIJD_4;LEEFTIJD_5;LEEFTIJD_6;LEEFTIJD_7;LEEFTIJD_8;LEEFTIJD_9;LEEFTIJD_10;LEEFTIJD_11;LEEFTIJD_12;LEEFTIJD_13;LEEFTIJD_14;LEEFTIJD_15;LEEFTIJD_16;LEEFTIJD_17;LEEFTIJD_18;LEEFTIJD_19;LEEFTIJD_20;LEEFTIJD_21;LEEFTIJD_22;LEEFTIJD_23;LEEFTIJD_24;LEEFTIJD_OUDER;TOTAAL
20221001;04JS;00;Schoolver Willemspark;1077AZ;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;nvt;Algemeen bijzonder;23440;0;30;27;26;31;27;33;28;31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;234
20221001;04JU;00;De Tarissing;9289JB;DROGEHAM;  59;Achtkarspelen;Friesland;Bo;nvt;Protestants-Christelijk;41005;0;13;22;15;15;14;12;10;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;114
20221001;04JV;00;Basissch St Jozef;5663AH;GELDROP;1771;Geldrop-Mierlo;Noord-Brabant;Bo;nvt;Rooms-Katholiek;40557;0;56;55;45;63;71;49;56;47;3;0;0;0;0;0;0;0;0;0;0;0;0;0;445
20221001;04JW;00;CBS de Oanrin;9286EM;TWIJZEL;  59;Achtkarspelen;Friesland;Bo;nvt;Protestants-Christelijk;41005;0;4;8;13;10;8;7;14;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
20221001;04JX;00;Chr Basissch Bernewird;9156AC;BORNWIRD;1970;Noardeast-Frysl‘n;Friesland;Bo;nvt;Protestants-Christelijk;40788;0;2;3;2;4;8;3;9;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;42
20221001;04KC;00;Chr. KC De Schalm;2951GL;ALBLASSERDAM; 482;Alblasserdam;Zuid-Holland;Bo;nvt;Protestants-Christelijk;80433;0;22;18;25;32;39;23;38;24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;223
20221001;04KD;00;A.S.V.;3818HA;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;nvt;Algemeen bijzonder;25156;0;43;44;41;42;41;41;41;39;1;0;0;0;0;0;0;0;0;0;0;0;0;0;333
20221001;04KI;00;GBS De Regenboog;3813KM;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;nvt;Gereformeerd vrijgemaakt;40945;0;32;31;40;40;40;37;51;41;2;0;0;0;0;0;0;0;0;0;0;0;0;0;314
20221001;04KI;01;EBS De Parel;3813VA;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;nvt;Evangelisch;40945;0;22;12;18;11;23;11;13;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;121
20221001;04KJ;00;IKC It Anker;9035EB;DRONRYP;1949;Waadhoeke;Friesland;Bo;nvt;Protestants-Christelijk;42656;0;16;5;10;11;14;15;14;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;104
20221001;04KM;00;De Letterdoes;6224AZ;MAASTRICHT; 935;Maastricht;Limburg;Bo;nvt;Rooms-Katholiek;41373;0;14;16;14;11;15;15;9;9;4;0;1;0;0;0;0;0;0;0;0;0;0;0;108
20221001;04KN;00;Mienskipsskoalle  De Legea?n;8647SG;SIBRANDABUORREN;1900;Sudwest-Fryslan;Friesland;Bo;nvt;Protestants-Christelijk;42545;0;11;15;12;14;14;8;10;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;102
20221001;04KU;00;St Jozef Basisschool;2631GA;NOOTDORP;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;nvt;Rooms-Katholiek;40928;0;22;40;42;41;40;59;76;78;15;0;0;0;0;0;0;0;0;0;0;0;0;0;413
20221001;04KY;00;Chr Basisschool De Rank;9123JA;METSLAWIER;1970;Noardeast-Frysl‘n;Friesland;Bo;nvt;Protestants-Christelijk;40788;0;7;14;10;10;8;9;8;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;76
20221001;04KZ;00;IKC It Iepen Finster;8806KT;ACHLUM;1949;Waadhoeke;Friesland;Bo;nvt;Protestants-Christelijk;42656;0;7;8;7;7;6;5;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
20221001;04LA;00;De Rivieren;1079EM;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;nvt;Protestants-Christelijk;81316;0;32;31;35;20;27;26;30;23;6;0;0;0;0;0;0;0;0;0;0;0;0;0;230
20221001;04LB;00;Gravin v Rechterenschool;6629AX;APPELTERN; 668;West Maas en Waal;Gelderland;Bo;nvt;Protestants-Christelijk;41460;0;2;9;6;7;8;6;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;54
20221001;04LD;00;De Vesting;3772KV;BARNEVELD; 203;Barneveld;Gelderland;Bo;nvt;Reformatorisch;41884;0;54;56;63;46;59;52;57;54;2;0;0;0;0;0;0;0;0;0;0;0;0;0;443
20221001;04LG;00;School m d Bijbel, De Zaaier;5321TN;HEDEL; 263;Maasdriel;Gelderland;Bo;nvt;Protestants-Christelijk;42658;0;16;9;10;10;17;12;11;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;98
20221001;04LI;00;Herv Bs De Wegwijzer;4041XE;KESTEREN;1740;Neder-Betuwe;Gelderland;Bo;nvt;Reformatorisch;41827;0;46;53;39;54;40;52;43;34;2;0;0;0;0;0;0;0;0;0;0;0;0;0;363
20221001;04LJ;00;Samenlevingsschool De Lisdodde;7946LE;WANNEPERVEEN;1708;Steenwijkerland;Overijssel;Bo;nvt;Protestants-Christelijk;42788;0;11;18;12;21;20;12;19;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;122
20221001;04LK;00;Het Beekdal;4861TB;CHAAM;1723;Alphen-Chaam;Noord-Brabant;Bo;nvt;Protestants-Christelijk;41001;0;4;10;3;12;7;7;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56
20221001;04LL;00;'t Twiespan;7824CJ;EMMEN; 114;Emmen;Drenthe;Bo;nvt;Protestants-Christelijk;41551;0;26;15;18;28;19;26;22;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;175
20221001;04LM;00;KC De Klimboom;5764PR;DE RIPS;1652;Gemert-Bakel;Noord-Brabant;Bo;nvt;Rooms-Katholiek;32580;0;6;7;8;4;11;10;13;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;79
20221001;04LN;00;Basisschool Sint Jozef;2636GB;SCHIPLUIDEN;1842;Midden-Delfland;Zuid-Holland;Bo;nvt;Rooms-Katholiek;20671;0;30;27;27;26;27;27;19;18;3;0;0;0;0;0;0;0;0;0;0;0;0;0;204
20221001;04LO;00;De Wegwijzer;2931AA;KRIMPEN AAN DE LEK;1931;Krimpenerwaard;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41532;0;27;20;22;18;23;18;26;17;5;0;0;0;0;0;0;0;0;0;0;0;0;0;176
20221001;04LP;00;CBS Het Talent;2635MK;DEN HOORN ZH;1842;Midden-Delfland;Zuid-Holland;Bo;nvt;Protestants-Christelijk;83228;0;27;28;41;35;36;52;47;30;5;0;0;0;0;0;0;0;0;0;0;0;0;0;301
20221001;04LR;00;De Griffel;9134NX;LIOESSENS;1970;Noardeast-Frysl‘n;Friesland;Bo;nvt;Protestants-Christelijk;30330;0;9;4;9;7;9;12;8;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;69
20221001;04LV;00;Streeksch De Regenboog;7692AC;MARIENBERG; 160;Hardenberg;Overijssel;Bo;nvt;Gereformeerd vrijgemaakt;41624;0;15;12;12;10;15;14;18;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;105
20221001;04LX;00;Basisschool De Overlaat;6916CD;TOLKAMER; 299;Zevenaar;Gelderland;Bo;nvt;Algemeen bijzonder;30824;0;41;30;28;24;40;29;32;34;2;0;0;0;0;0;0;0;0;0;0;0;0;0;260
20221001;04LY;00;Chr. Kindcentrum De Borgh;9531CH;BORGER;1681;Borger-Odoorn;Drenthe;Bo;nvt;Protestants-Christelijk;32073;0;22;21;31;21;28;17;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176
20221001;04MA;00;Chr Basissch De Driester;8281PG;GENEMUIDEN;1896;Zwartewaterland;Overijssel;Bo;nvt;Protestants-Christelijk;30967;0;8;9;5;14;6;10;4;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;70
20221001;04MB;00;Chr Bs Samen Op Weg;4223NJ;HOORNAAR;1978;Molenlanden;Zuid-Holland;Bo;nvt;Protestants-Christelijk;31032;0;15;19;16;9;29;16;17;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;139
20221001;04MD;00;Bosseschool;3241GL;MIDDELHARNIS;1924;Goeree-Overflakkee;Zuid-Holland;Bo;nvt;Protestants-Christelijk;42632;0;49;52;62;59;60;62;60;38;9;0;0;0;0;0;0;0;0;0;0;0;0;0;451
20221001;04MF;00;Delftse Montessorischool;2613JK;DELFT; 503;Delft;Zuid-Holland;Bo;nvt;Algemeen bijzonder;31162;0;29;20;31;27;23;28;27;24;4;0;0;0;0;0;0;0;0;0;0;0;0;0;213
20221001;04MG;00;PC Duinoord-School;2582LR;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Protestants-Christelijk;31227;0;30;40;28;32;31;29;30;28;3;0;0;0;0;0;0;0;0;0;0;0;0;0;251
20221001;04MJ;00;Johannes Bogermanschool;3991LC;HOUTEN; 321;Houten;Utrecht;Bo;nvt;Reformatorisch;41534;0;28;29;28;19;27;38;27;34;4;0;0;0;0;0;0;0;0;0;0;0;0;0;234
20221001;04MK;00;De Wegwijzer;1674NP;OPPERDOES; 420;Medemblik;Noord-Holland;Bo;nvt;Protestants-Christelijk;79874;0;17;19;15;15;15;10;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120
20221001;04ML;00;Arnhemse Montessorisch;6814LB;ARNHEM; 202;Arnhem;Gelderland;Bo;nvt;Algemeen bijzonder;41645;0;47;36;52;49;40;47;63;33;2;0;0;0;0;0;0;0;0;0;0;0;0;0;369
20221001;04MN;00;De Gooische School;1251GV;LAREN NH; 417;Laren;Noord-Holland;Bo;nvt;Algemeen bijzonder;31552;0;29;20;26;46;28;20;28;19;5;0;0;0;0;0;0;0;0;0;0;0;0;0;221
20221001;04MS;00;CBS Nijdjip;9001LA;GROU;  80;Leeuwarden;Friesland;Bo;nvt;Protestants-Christelijk;41419;0;26;34;26;27;16;37;26;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;216
20221001;04MU;00;Bs Ten Holtens Erve;7397NC;NIJBROEK; 285;Voorst;Gelderland;Bo;nvt;Protestants-Christelijk;45969;0;4;7;5;10;7;3;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51
20221001;04MV;00;Eben Haezerschool;3405XK;BENSCHOP; 331;Lopik;Utrecht;Bo;nvt;Protestants-Christelijk;41439;0;21;21;14;32;23;21;22;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;171
20221001;04MY;00;Chr Bs De Hoeksteen;3381DG;GIESSENBURG;1978;Molenlanden;Zuid-Holland;Bo;nvt;Protestants-Christelijk;32202;0;22;22;34;31;23;31;43;39;1;0;0;0;0;0;0;0;0;0;0;0;0;0;246
20221001;04MZ;00;KC De Rank;2995VN;HEERJANSDAM; 642;Zwijndrecht;Zuid-Holland;Bo;nvt;Protestants-Christelijk;80433;0;12;13;8;11;13;12;14;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96
20221001;04NA;00;"ABBS ""de Fluessen""";8582KX;OUDEGA DE FRYSKE MARREN;1940;De Fryske Marren;Friesland;Bo;nvt;Protestants-Christelijk;41385;0;4;8;4;4;7;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
20221001;04NB;00;CBS De Ark;2861XT;BERGAMBACHT;1931;Krimpenerwaard;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41532;0;31;32;37;46;47;39;38;46;3;0;0;0;0;0;0;0;0;0;0;0;0;0;319
20221001;04NC;00;Oecum Jenaplsch Molenw;5282RP;BOXTEL; 757;Boxtel;Noord-Brabant;Bo;nvt;Samenwerking PC, RK, Alg. Bijz;40706;0;21;13;25;22;24;24;29;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;180
20221001;04ND;00;Triangel;2645HH;DELFGAUW;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;nvt;Protestants-Christelijk;78782;0;29;31;49;37;31;46;32;36;2;0;0;0;0;0;0;0;0;0;0;0;0;0;293
20221001;04NH;00;Adriaan Roland Holstschool;1862EL;BERGEN NH; 373;Bergen (NH.);Noord-Holland;Bo;nvt;Antroposofisch;41296;0;20;27;25;32;31;27;40;22;6;0;0;0;0;0;0;0;0;0;0;0;0;0;230
20221001;04NN;00;2e Marnixsch Chr Basison;3533VD;UTRECHT; 344;Utrecht;Utrecht;Bo;nvt;Protestants-Christelijk;62662;0;26;41;32;32;22;30;25;23;4;0;0;0;0;0;0;0;0;0;0;0;0;0;235
20221001;04NO;00;Eben-Haezerschool;4245KR;LEERBROEK;1961;Vijfheerenlanden;Utrecht;Bo;nvt;Protestants-Christelijk;42794;0;23;15;28;22;24;19;25;19;5;0;0;0;0;0;0;0;0;0;0;0;0;0;180
20221001;04NP;00;Bs vd Edese Schoolver;6711NN;EDE GLD; 228;Ede;Gelderland;Bo;nvt;Algemeen bijzonder;33151;0;27;29;33;27;29;29;32;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232
20221001;04NR;00;Koorsch Muz Inst Kathedr;2013ZL;HAARLEM; 392;Haarlem;Noord-Holland;Bo;nvt;Rooms-Katholiek;33424;0;0;0;0;0;13;13;17;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;55
20221001;04NS;00;CMS De Abeel;2565XP;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41324;0;44;43;40;35;32;36;38;27;7;0;0;0;0;0;0;0;0;0;0;0;0;0;302
20221001;04NT;00;Basissch De Morgenster;2851BM;HAASTRECHT;1931;Krimpenerwaard;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41194;0;13;16;10;16;16;21;21;20;6;0;0;0;0;0;0;0;0;0;0;0;0;0;139
20221001;04NU;00;Het Palet;7415AR;DEVENTER; 150;Deventer;Overijssel;Bo;nvt;Protestants-Christelijk;23128;0;30;24;23;20;20;20;21;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;176
20221001;04NV;00;K Norel-School;8162JA;EPE; 232;Epe;Gelderland;Bo;nvt;Protestants-Christelijk;41736;0;12;13;21;17;23;16;26;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148
20221001;04NW;00;Dorpsschool Halle;7025AG;HALLE;1876;Bronckhorst;Gelderland;Bo;nvt;Algemeen bijzonder;33957;0;16;17;16;14;14;19;10;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;126
20221001;04OA;00;Chr Bs De Springplank;4661CJ;HALSTEREN; 748;Bergen op Zoom;Noord-Brabant;Bo;nvt;Protestants-Christelijk;40517;0;13;17;20;22;25;19;30;15;9;0;0;0;0;0;0;0;0;0;0;0;0;0;170
20221001;04OB;00;Basisschool De Wegwijzer;3959AM;OVERBERG;1581;Utrechtse Heuvelrug;Utrecht;Bo;nvt;Protestants-Christelijk;41621;0;15;8;6;6;11;13;7;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;83
20221001;04OC;00;De Open Poort;4147BL;ASPEREN;1960;West Betuwe;Gelderland;Bo;nvt;Protestants-Christelijk;41396;0;16;21;16;21;15;18;18;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;143
20221001;04OE;00;Jenaplanschool 't Sterrenpad;9364PB;NUIS;1969;Westerkwartier;Groningen;Bo;nvt;Protestants-Christelijk;45000;0;14;10;21;16;16;19;16;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;131
20221001;04OF;00;PC Basissch De Bongerd;7443RS;NIJVERDAL; 163;Hellendoorn;Overijssel;Bo;nvt;Protestants-Christelijk;85600;0;21;21;14;11;11;17;12;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;128
20221001;04OH;00;Kon Wilhelmina-School;2051NG;OVERVEEN; 377;Bloemendaal;Noord-Holland;Bo;nvt;Protestants-Christelijk;85255;0;14;18;18;23;23;28;24;24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;174
20221001;04OL;00;Goede Herderschool v Bo;3853LN;ERMELO; 233;Ermelo;Gelderland;Bo;nvt;Protestants-Christelijk;34893;0;33;22;26;26;32;28;24;18;6;0;0;0;0;0;0;0;0;0;0;0;0;0;215
20221001;04OM;00;Graaf Jan v Nassauschool;2805JE;GOUDA; 513;Gouda;Zuid-Holland;Bo;nvt;Reformatorisch;34919;0;28;56;49;55;51;44;57;47;5;0;0;0;0;0;0;0;0;0;0;0;0;0;392
20221001;04ON;00;Koningin Beatrixschool;2525TN;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Protestants-Christelijk;34932;0;25;34;36;34;37;41;40;53;17;0;0;0;0;0;0;0;0;0;0;0;0;0;317
20221001;04ON;01;Tamarschool;2545NL;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;nvt;Protestants-Christelijk;34932;0;47;49;62;53;48;40;42;42;12;0;0;0;0;0;0;0;0;0;0;0;0;0;395
20221001;04OR;00;Prins Maurits;3247DV;DIRKSLAND;1924;Goeree-Overflakkee;Zuid-Holland;Bo;nvt;Protestants-Christelijk;42632;0;43;55;50;55;46;29;37;37;2;0;0;0;0;0;0;0;0;0;0;0;0;0;354
20221001;04OS;00;Chr Inst Gr v Prinsterer;1217HX;HILVERSUM; 402;Hilversum;Noord-Holland;Bo;nvt;Protestants-Christelijk;35218;0;27;24;21;35;22;31;30;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;212
20221001;04OT;00;Basisschool De Regenboog;4455TL;NIEUWDORP ZLD; 654;Borsele;Zeeland;Bo;nvt;Protestants-Christelijk;41582;0;3;13;9;12;15;7;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
20221001;04OV;00;Kbs Daltonschool Jeanne d'Arc;8084EX;'T HARDE; 230;Elburg;Gelderland;Bo;nvt;Rooms-Katholiek;40950;0;14;10;16;18;24;18;25;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136
20221001;04OW;00;PCB De Branding;1779BJ;DEN OEVER;1911;Hollands Kroon;Noord-Holland;Bo;nvt;Protestants-Christelijk;79874;0;1;0;1;2;2;9;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;23
20221001;04PC;00;SBO Park en Dijk;2801SJ;GOUDA; 513;Gouda;Zuid-Holland;Sbo;nvt;Protestants-Christelijk;41194;0;2;3;4;11;17;20;18;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;108
20221001;04PE;00;CBS De Brug;2415AJ;NIEUWERBRUG AAN DEN RIJN;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41286;0;7;13;8;10;12;10;17;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;89
20221001;04PF;00;Chr Nat Sch Ommerkanaal;7731TT;OMMEN; 175;Ommen;Overijssel;Bo;nvt;Protestants-Christelijk;36063;0;3;7;11;8;8;13;5;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;69
20221001;04PH;00;Kon Juliana-School;6666CK;HETEREN;1734;Overbetuwe;Gelderland;Bo;nvt;Protestants-Christelijk;41460;0;23;23;26;16;14;27;16;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;165
20221001;04PI;00;Wilhelmina Basisschool;7002LN;DOETINCHEM; 222;Doetinchem;Gelderland;Bo;nvt;Protestants-Christelijk;36349;0;35;38;36;32;46;36;25;36;7;0;0;0;0;0;0;0;0;0;0;0;0;0;291
20221001;04PJ;00;De Bron;2831XT;GOUDERAK;1931;Krimpenerwaard;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41532;0;16;11;12;18;11;13;8;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100
20221001;04PK;00;Johannes Calvijn-School;2803HE;GOUDA; 513;Gouda;Zuid-Holland;Bo;nvt;Reformatorisch;36479;0;46;50;42;36;51;51;48;42;1;0;0;0;0;0;0;0;0;0;0;0;0;0;367
20221001;04PL;00;Basisschool de Warande;4571HR;AXEL; 715;Terneuzen;Zeeland;Bo;nvt;Protestants-Christelijk;40803;0;32;26;25;17;16;25;17;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172
20221001;04PN;00;Haanstra Basisschool;2311GM;LEIDEN; 546;Leiden;Zuid-Holland;Bo;nvt;Algemeen bijzonder;36739;0;31;33;26;32;28;31;31;24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;237
20221001;04PO;00;Basissch De Marliaantjes;7447SM;HELLENDOORN; 163;Hellendoorn;Overijssel;Bo;nvt;Protestants-Christelijk;61751;0;4;8;6;6;6;5;8;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49
20221001;04PP;00;De Regenboog;7914PN;NOORDSCHESCHUT; 118;Hoogeveen;Drenthe;Bo;nvt;Protestants-Christelijk;69877;0;19;22;21;29;26;24;30;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184
20221001;04PQ;00;School met de Bijbel;8167PL;OENE; 232;Epe;Gelderland;Bo;nvt;Protestants-Christelijk;36778;0;15;17;10;14;7;15;7;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97
20221001;04PR;00;Montessori School;3723CH;BILTHOVEN; 310;De Bilt;Utrecht;Bo;nvt;Algemeen bijzonder;36817;0;26;25;28;19;25;25;21;22;3;0;0;0;0;0;0;0;0;0;0;0;0;0;194
20221001;04PS;00;Jan Barbier-School;7447RH;HELLENDOORN; 163;Hellendoorn;Overijssel;Bo;nvt;Protestants-Christelijk;85600;0;3;7;6;5;1;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
20221001;04PV;00;Streekschool De Wierde;9951VZ;WINSUM GN;1966;Het Hogeland;Groningen;Bo;nvt;Gereformeerd vrijgemaakt;37038;0;21;16;22;19;27;26;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173
20221001;04PW;00;Pr Johan Friso;3249AC;HERKINGEN;1924;Goeree-Overflakkee;Zuid-Holland;Bo;nvt;Protestants-Christelijk;42632;0;17;9;12;11;7;14;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83
20221001;04PX;00;Basisschool De Hoeksteen;4021HH;MAURIK; 214;Buren;Gelderland;Bo;nvt;Protestants-Christelijk;41424;0;42;31;41;32;38;40;39;37;7;0;0;0;0;0;0;0;0;0;0;0;0;0;307
20221001;04PY;00;PC Basissch De Hoeksteen;7912TB;NIEUWEROORD; 118;Hoogeveen;Drenthe;Bo;nvt;Protestants-Christelijk;69877;0;4;10;14;9;18;10;12;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;83
20221001;04PZ;00;Hervormde Basisschool;5315AB;KERKWIJK; 297;Zaltbommel;Gelderland;Bo;nvt;Protestants-Christelijk;42658;0;8;8;15;9;10;7;8;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;76
20221001;04QC;00;Ver. Nieuwe Baarnsche School;3743HZ;BAARN; 308;Baarn;Utrecht;Bo;nvt;Algemeen bijzonder;37545;0;65;59;57;58;59;64;61;52;7;0;0;0;0;0;0;0;0;0;0;0;0;0;482
20221001;04QD;00;Bussumse Montessorisch;1401BC;BUSSUM;1942;Gooise Meren;Noord-Holland;Bo;nvt;Algemeen bijzonder;41376;0;33;35;35;27;35;41;37;21;6;0;0;0;0;0;0;0;0;0;0;0;0;0;270
20221001;04QE;00;Basisschool De Akker;7783AB;GRAMSBERGEN; 160;Hardenberg;Overijssel;Bo;nvt;Protestants-Christelijk;40946;0;16;24;30;29;24;29;28;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;203
20221001;04QG;00;School met de Bijbel;2971BH;BLESKENSGRAAF CA;1978;Molenlanden;Zuid-Holland;Bo;nvt;Protestants-Christelijk;32631;0;37;32;31;45;58;52;51;61;17;2;0;0;0;0;0;0;0;0;0;0;0;0;386
20221001;04QH;00;Vondelschool;1401SP;BUSSUM;1942;Gooise Meren;Noord-Holland;Bo;nvt;Algemeen bijzonder;40714;0;43;39;63;48;49;43;51;45;7;0;0;0;0;0;0;0;0;0;0;0;0;0;388
20221001;04QI;00;School met de Bijbel;3264AL;NIEUW-BEIJERLAND;1963;Hoeksche Waard;Zuid-Holland;Bo;nvt;Reformatorisch;37857;0;50;33;40;38;45;34;35;41;1;0;0;0;0;0;0;0;0;0;0;0;0;0;317
20221001;04QL;00;Eben Haezer-School;2941VE;LEKKERKERK;1931;Krimpenerwaard;Zuid-Holland;Bo;nvt;Protestants-Christelijk;41532;0;22;12;17;18;16;17;15;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;126
20221001;04QM;00;CBS De Parel;3171PN;POORTUGAAL; 613;Albrandswaard;Zuid-Holland;Bo;nvt;Protestants-Christelijk;59555;0;39;30;28;21;30;34;34;29;4;0;0;0;0;0;0;0;0;0;0;0;0;0;249
20221001;04QN;00;Chr Basisschool 'T Jok;8896KK;HOORN TERSCHELLING;  93;Terschelling;Friesland;Bo;nvt;Protestants-Christelijk;92899;0;3;11;8;5;8;10;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;58
20221001;04QP;00;Wilhelmina Basisschool;5707RM;HELMOND; 794;Helmond;Noord-Brabant;Bo;nvt;Algemeen bijzonder;38169;0;45;55;55;53;56;57;50;54;4;0;0;0;0;0;0;0;0;0;0;0;0;0;429
20221001;04QQ;00;Basissch Het Fundament;4243JZ;NIEUWLAND;1961;Vijfheerenlanden;Utrecht;Bo;nvt;Protestants-Christelijk;41439;0;9;13;15;7;10;10;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87
20221001;04QR;00;Groen van Prinsterer;2969BG;OUD-ALBLAS;1978;Molenlanden;Zuid-Holland;Bo;nvt;Protestants-Christelijk;38351;0;24;25;18;23;36;20;23;22;4;0;0;0;0;0;0;0;0;0;0;0;0;0;195
20221001;04QT;00;Basisschool EigenWijs;5503BG;VELDHOVEN; 861;Veldhoven;Noord-Brabant;Bo;nvt;Algemeen bijzonder;77338;0;32;34;39;54;47;42;45;35;2;0;0;0;0;0;0;0;0;0;0;0;0;0;330
20221001;04QU;00;De Schutsluis;8356ER;BLOKZIJL;1708;Steenwijkerland;Overijssel;Bo;nvt;Protestants-Christelijk;41270;0;10;17;11;16;5;12;12;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;93
20221001;04QV;00;Rehobothschool;4191KZ;GELDERMALSEN;1960;West Betuwe;Gelderland;Bo;nvt;Reformatorisch;42760;0;66;73;63;73;66;71;70;61;7;0;0;0;0;0;0;0;0;0;0;0;0;0;550
20221001;04QY;00;Basissch De Troubadour;6842BB;ARNHEM; 202;Arnhem;Gelderland;Bo;nvt;Protestants-Christelijk;41645;0;19;26;23;14;20;13;27;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156
20221001;04RA;00;Geref School de Zaaier;8051XT;HATTEM; 244;Hattem;Gelderland;Bo;nvt;Gereformeerd vrijgemaakt;41632;0;34;36;36;43;33;33;29;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274
